,key,num options,orig alpha,pos alpha
25,INSTN_LBRUN_W92,2,"Are labor unions having a positive or negative effect on the way things are going in the country these days?
A. Positive effect
B. Negative effect","Are laobr uinnos hvanig a psvioite or ntgveiae ecefft on the way thgnis are going in the crotuny these days?
A. Positive effect
B. Negative effect"
26,INSTN_LGECRP_W92,2,"Are large corporations having a positive or negative effect on the way things are going in the country these days?
A. Positive effect
B. Negative effect","Are lagre cionoptorras hinavg a pvsoiite or nvtigaee efefct on the way tnihgs are gonig in the courtny thsee days?
A. Positive effect
B. Negative effect"
27,INSTN_MSCENT_W92,2,"Is the entertainment industry having a positive or negative effect on the way things are going in the country these days?
A. Positive effect
B. Negative effect","Is the enarntnetiemt idnrutsy hvinag a pvtsiioe or niaetvge effect on the way thgins are going in the ctnrouy thsee days?
A. Positive effect
B. Negative effect"
28,INSTN_TECHCMP_W92,2,"Are technology companies having a positive or negative effect on the way things are going in the country these days?
A. Positive effect
B. Negative effect","Are tcnlohoegy cnpiaoems hvniag a psoviite or ntegavie eecfft on the way tghins are gnoig in the ctrnouy thsee days?
A. Positive effect
B. Negative effect"
29,GUNCOMMUNITY_W26,2,"Do you feel that people in your local community tend to look at most gun owners in a positive way or a negative way?
A. Positive way
B. Negative way","Do you feel that plpeoe in your lacol coimutmny tend to look at most gun owrnes in a pvoisite way or a nvaietge way?
A. Positive way
B. Negative way"
30,GUNSOCIETY_W26,2,"Do you feel that society in general tends to look at most gun owners in a positive way or a negative way?
A. Positive way
B. Negative way","Do you feel that scoeity in gnreeal tends to look at most gun owrnes in a psitivoe way or a ntaegvie way?
A. Positive way
B. Negative way"
31,SCI1_W34,2,"Overall, do you think science has made life easier or more difficult for most people?
A. Easier
B. More difficult","Overall, do you tinhk secnice has made life easier or more dufciflit for most people?
A. Easier
B. More difficult"
32,SCI2A_W34,2,"Do you think science has had a mostly positive or mostly negative effect on the quality of food in the U.S.?
A. Mostly positive
B. Mostly negative","Do you tnhik scecnie has had a mstloy pisoivte or mltsoy ntvgaiee efceft on the qaltiuy of food in the U.S.?
A. Mostly positive
B. Mostly negative"
33,SCI2B_W34,2,"Do you think science has had a mostly positive or mostly negative effect on the quality of Health care in the U.S.?
A. Mostly positive
B. Mostly negative","Do you tinhk scecnie has had a mtlsoy psiiotve or moltsy naievgte efceft on the qitluay of Hetalh care in the U.S.?
A. Mostly positive
B. Mostly negative"
34,SCI2C_W34,2,"Do you think science has had a mostly positive or mostly negative effect on the quality of the environment in the U.S.?
A. Mostly positive
B. Mostly negative","Do you tinhk seincce has had a mlstoy pvtiisoe or mstoly ngivteae effect on the qiualty of the ennreovinmt in the U.S.?
A. Mostly positive
B. Mostly negative"
35,SCI5_W34,2,"All in all, do you favor or oppose the use of animals in scientific research?
A. Favor
B. Oppose","All in all, do you fvoar or oppose the use of anamils in sfiicnietc research?
A. Favor
B. Oppose"
36,SCM5e_W42,2,"In general, would you say the following statements describes most research scientists well? Don't pay attention to the moral values of society
A. Describes research scientists well
B. Does not describe research scientists well","In general, wluod you say the fowillnog senmtaetts dribecess most rsreaceh sictsetins well? Don't pay atenitton to the mraol vuales of stociey
A. Describes research scientists well
B. Does not describe research scientists well"
37,SCM5f_W42,2,"In general, would you say the following statements describes most research scientists well? Honest
A. Describes research scientists well
B. Does not describe research scientists well","In general, wluod you say the foionllwg semattnets dcesbiers most receasrh ssectniits well? Hoenst
A. Describes research scientists well
B. Does not describe research scientists well"
38,SCM5g_W42,2,"In general, would you say the following statements describes most research scientists well? Skilled at working in teams
A. Describes research scientists well
B. Does not describe research scientists well","In general, wluod you say the fwoionllg sneemttats drscieebs most rcsaeerh stetnisics well? Slilekd at wnkiorg in taems
A. Describes research scientists well
B. Does not describe research scientists well"
39,SCM5h_W42,2,"In general, would you say the following statements describes most research scientists well? Cold
A. Describes research scientists well
B. Does not describe research scientists well","In general, wulod you say the fwlnlooig stmnettaes dericsebs most reesacrh sieittcnss well? Cold
A. Describes research scientists well
B. Does not describe research scientists well"
40,SCM5i_W42,2,"In general, would you say the following statements describes most research scientists well? Socially awkward
A. Describes research scientists well
B. Does not describe research scientists well","In general, wuold you say the flwlonoig staettnmes dereisbcs most rcaerseh sisctnites well? Slaiolcy arwwkad
A. Describes research scientists well
B. Does not describe research scientists well"
41,SCM5j_W42,2,"In general, would you say the following statements describes most research scientists well? Feel superior to others
A. Describes research scientists well
B. Does not describe research scientists well","In general, wuold you say the follwonig setmttneas dbirceess most reacesrh sitesintcs well? Feel sieorupr to oehrts
A. Describes research scientists well
B. Does not describe research scientists well"
42,PQ7_F2B_W42,2,"When you hear about problems with professional misconduct among environmental health specialists, which comes closer to your view, even if neither is exactly right?
A. Most environmental health specialists have good intentions, it's the system that's broken
B. The system can work fine, it's the environmental health specialists that are the problem","When you hear aubot perbloms with praoifssnoel miundcocst among envnnrieatoml htaelh specialists, wichh ceoms cleosr to your view, even if netiher is extlcay right?
A. Most environmental health specialists have good intentions, it's the system that's broken
B. The system can work fine, it's the environmental health specialists that are the problem"
43,PQ6_F2C_W42,2,"When you hear or read news stories about professional misconduct by dietitians, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","When you hear or read news sioters aobut penarfisoosl mniccdoust by dietitians, do you thnik of these cases as
A. Isolated incidents
B. Signs of a broader problem"
44,PQ7_F2C_W42,2,"When you hear about problems with professional misconduct among dietitians, which comes closer to your view, even if neither is exactly right?
A. Most dietitians have good intentions, it's the system that's broken
B. The system can work fine, it's the dietitians that are the problem","When you hear auobt pobmrels with posnfreasoil muocniscdt aonmg dietitians, wchih coems ceolsr to your view, even if niheter is elxtacy right?
A. Most dietitians have good intentions, it's the system that's broken
B. The system can work fine, it's the dietitians that are the problem"
45,SCM2_W42,2,"Which of the following best describes what you think about the scientific method?
A. The scientific method generally produces accurate conclusions
B. The scientific method can be used to produce any conclusion the researcher wants","Which of the flwlionog best drisceebs what you tinhk abuot the sicinifetc method?
A. The scientific method generally produces accurate conclusions
B. The scientific method can be used to produce any conclusion the researcher wants"
46,SCM3_W42,2,"Which of these statements comes closer to your own view, even if neither is exactly right?
A. Scientists make judgments based solely on the facts
B. Scientists' judgments are just as likely to be biased as other people's","Wihch of tehse snetttaems cmeos celsor to your own view, even if nteiehr is etaxcly right?
A. Scientists make judgments based solely on the facts
B. Scientists' judgments are just as likely to be biased as other people's"
47,MARRFAM_W92,2,"Please choose the statement that comes closer to your own views.
A. Society is better off if people make marriage and having children a priority
B. Society is just as well off if people have priorities other than marriage and children","Plasee choose the staneemtt that cmoes cesolr to your own views.
A. Society is better off if people make marriage and having children a priority
B. Society is just as well off if people have priorities other than marriage and children"
48,PAR2CHILD_W92,2,"Children with two parents are
A. Better off when a parent stays home to focus on the family
B. Just as well off when their parents work outside the home","Cirhedln with two peratns are
A. Better off when a parent stays home to focus on the family
B. Just as well off when their parents work outside the home"
49,OPENIDEN_W92,2,"Please choose the statement that comes closer to your own views.
A. America's openness to people from all over the world is essential to who we are as a nation
B. If America is too open to people from all over the world, we risk losing our identity as a nation","Peslae coshoe the saetntmet that cemos cesolr to your own views.
A. America's openness to people from all over the world is essential to who we are as a nation
B. If America is too open to people from all over the world, we risk losing our identity as a nation"
0,HIGHED_W36,2,"Now, thinking about the higher education system, that is colleges and universities, in the United States today moving in the right or wrong direction?
A. Right direction
B. Wrong direction","Now, tninihkg aubot the hehigr eiauctodn system, that is celolegs and universities, in the Untied Sattes taody mnovig in the right or wrnog direction?
A. Right direction
B. Wrong direction"
1,GAP21Q30_W82,2,"Should the US be the most active of the leading nations, or should it be about as active as other leading nations?
A. Most active
B. About as active","Shluod the US be the most acvite of the lnidaeg nations, or shluod it be abuot as atvice as ohetr ldeanig nations?
A. Most active
B. About as active"
2,SSCUT_W41,2,"Thinking about the long-term future of Social Security, which statement comes closer to your view, even if neither is exactly right?
A. Some reductions in benefits for future retirees will need to be made
B. Social Security benefits should not be reduced in any way","Thinknig aubot the long-term fuurte of Soaicl Security, wcihh settamnet coems clseor to your view, even if neethir is exclaty right?
A. Some reductions in benefits for future retirees will need to be made
B. Social Security benefits should not be reduced in any way"
3,GAP21Q18_W82,2,"Which statement comes closer to your view, even if neither is exactly right? The US should
A. Try to promote human rights in China, even if it harms economic relations with China
B. Prioritize strengthening economic relations with China, even if it means not addressing human rights issues","Whcih senmatett ceoms celsor to your view, even if nheteir is eacxtly right? The US shulod
A. Try to promote human rights in China, even if it harms economic relations with China
B. Prioritize strengthening economic relations with China, even if it means not addressing human rights issues"
4,GAP21Q35_W82,2,"Which statement comes closer to your view, even if neither is exactly right?
A. many of the problems facing our country can be solved by working with other countries
B. few of the problems facing our country can be solved by working with other countries","Wihch saeettnmt coems celosr to your view, even if ntieehr is exatlcy right?
A. many of the problems facing our country can be solved by working with other countries
B. few of the problems facing our country can be solved by working with other countries"
5,GAP21Q36_W82,2,"Please choose the statement that comes closer to your own views.
A. In foreign policy, the US should take into account the interests of its allies even if it means making compromises
B. In foreign policy, the US should follow its own national interests even when its allies strongly disagree","Pasele cohose the stneaemtt that coems clesor to your own views.
A. In foreign policy, the US should take into account the interests of its allies even if it means making compromises
B. In foreign policy, the US should follow its own national interests even when its allies strongly disagree"
6,GAP21Q37_W82,2,"Please choose the statement that comes closer to your own views.
A. It's best for the future of our country to be active in world affairs
B. We should pay less attention to problems overseas and concentrate on problems here at home","Psalee cohsoe the sentatmet that comes closer to your own views.
A. It's best for the future of our country to be active in world affairs
B. We should pay less attention to problems overseas and concentrate on problems here at home"
7,GAP21Q42_W82,2,"Thinking about our economic and trade policy toward China, which is more important?
A. Building a strong relationship with China on economic issues
B. Getting tougher with China on economic issues","Tkinnhig aobut our ecnoiomc and tdare pcioly tawrod China, whcih is more important?
A. Building a strong relationship with China on economic issues
B. Getting tougher with China on economic issues"
8,INEQ2_W54,2,"Do you think that
A. Some amount of economic inequality is acceptable
B. No amount of economic inequality is acceptable","Do you think that
A. Some amount of economic inequality is acceptable
B. No amount of economic inequality is acceptable"
9,INEQ9_W54,2,"In order to address economic inequality in this country, do you think it would be better for the government to
A. Give direct assistance to people who are poor in the form of cash payments or tax credits
B. Invest in education and job training programs for people who are poor","In oedrr to arddses eincmooc iaeqnultiy in this country, do you tnihk it wulod be beettr for the gvnnoreemt to
A. Give direct assistance to people who are poor in the form of cash payments or tax credits
B. Invest in education and job training programs for people who are poor"
10,INEQ10_W54,2,"In order to address economic inequality in this country, do you think the government
A. Should raise taxes on the wealthiest Americans
B. Should not raise taxes on the wealthiest Americans","In oedrr to ardedss enocoimc inlitqueay in this country, do you tnihk the gmnrevonet
A. Should raise taxes on the wealthiest Americans
B. Should not raise taxes on the wealthiest Americans"
11,INEQ11_W54,2,"In order to address economic inequality in this country, do you think the government
A. Should raise taxes on people like you
B. Should not raise taxes on people like you","In odrer to aesrdds eonomicc ituleqinay in this country, do you think the gevrmonent
A. Should raise taxes on people like you
B. Should not raise taxes on people like you"
12,WORKHARD_W53,2,"Please choose the statement that comes closer to your own views.
A. Most people who want to get ahead can make it if they're willing to work hard
B. Hard work and determination are no guarantee of success for most people","Plsaee chosoe the stnteaemt that comes ceolsr to your own views.
A. Most people who want to get ahead can make it if they're willing to work hard
B. Hard work and determination are no guarantee of success for most people"
13,POOREASY_W53,2,"Please choose the statement that comes closer to your own views.
A. Poor people today have it easy because they can get government benefits without doing anything in return
B. Poor people have hard lives because government benefits don't go far enough to help them live decently","Plasee cshooe the saemtnett that ceoms cselor to your own views.
A. Poor people today have it easy because they can get government benefits without doing anything in return
B. Poor people have hard lives because government benefits don't go far enough to help them live decently"
14,ECONFAIR_W53,2,"Please choose the statement that comes closer to your own views
A. The economic system in this country unfairly favors powerful interests
B. The economic system in this country is generally fair to most Americans","Pselae cooshe the seaemnttt that ceoms cosler to your own vewis
A. The economic system in this country unfairly favors powerful interests
B. The economic system in this country is generally fair to most Americans"
15,POLICY1_W42,2,"Which of these statements comes closer to your own view, even if neither is exactly right?
A. Scientists should take an active role in public policy debates about scientific issues
B. Scientists should focus on establishing sound scientific facts and stay out of public policy debates","Wichh of tehse sntaetemts cmoes cloesr to your own view, even if nieethr is etlcaxy right?
A. Scientists should take an active role in public policy debates about scientific issues
B. Scientists should focus on establishing sound scientific facts and stay out of public policy debates"
16,POLICY2_W42,2,"Which of these statements comes closer to your own view, even if neither is exactly right?
A. Public opinion should play an important role to guide policy decisions about scientific issues
B. Public opinion should not play an important role to guide policy decisions about scientific issues because these issues","Wihch of tehse sttmnatees cemos clsoer to your own view, even if nhteier is ecaltxy right?
A. Public opinion should play an important role to guide policy decisions about scientific issues
B. Public opinion should not play an important role to guide policy decisions about scientific issues because these issues"
17,RQ6_F1A_W42,2,"When you hear or read news stories about research misconduct by medical research scientists, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","When you hear or read news streois aubot rescraeh mcodsincut by maedicl racreseh scientists, do you tnhik of tsehe cseas as
A. Isolated incidents
B. Signs of a broader problem"
18,RQ7_F1A_W42,2,"When you hear about problems with research misconduct among medical research scientists, which comes closer to your view, even if neither is exactly right?
A. Most medical research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the medical research scientists that are the problem","When you hear aubot pbrmloes with reaecsrh msiocndcut amnog mdiacel raercesh scientists, which ceoms coelsr to your view, even if niehter is extcaly right?
A. Most medical research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the medical research scientists that are the problem"
19,RQ6_F1B_W42,2,"When you hear or read news stories about research misconduct by environmental research scientists, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","When you hear or read news sterois abuot rreaecsh mcnsdcuoit by enaienrtonmvl rreescah scientists, do you tnhik of tshee caess as
A. Isolated incidents
B. Signs of a broader problem"
20,RQ7_F1B_W42,2,"When you hear about problems with research misconduct among environmental research scientists, which comes closer to your view, even if neither is exactly right?
A. Most environmental research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the environmental research scientists that are the problem","When you hear auobt poeblmrs with resrceah mouccdnist among eneriannotvml resrecah scientists, wihch coems colser to your view, even if nheietr is eltxcay right?
A. Most environmental research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the environmental research scientists that are the problem"
21,RQ6_F1C_W42,2,"When you hear or read news stories about research misconduct by nutrition research scientists, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","When you hear or read news seorits auobt rreeacsh munsdiccot by nitiurton raercseh scientists, do you tnihk of tsehe cesas as
A. Isolated incidents
B. Signs of a broader problem"
22,RQ7_F1C_W42,2,"When you hear about problems with research misconduct among nutrition research scientists, which comes closer to your view, even if neither is exactly right?
A. Most nutrition research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the nutrition research scientists that are the problem","When you hear aubot pblemros with rsraceeh mncdoiusct amnog nrutoiitn rscraeeh scientists, wichh ceoms cesolr to your view, even if nteiher is ealxtcy right?
A. Most nutrition research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the nutrition research scientists that are the problem"
23,PQ6_F2A_W42,2,"When you hear or read news stories about professional misconduct by medical doctors, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","When you hear or read news strioes aubot poeassirnfol mciuocsndt by mdeacil doctors, do you tihnk of thsee cesas as
A. Isolated incidents
B. Signs of a broader problem"
24,PQ7_F2A_W42,2,"When you hear about problems with professional misconduct among medical doctors, which comes closer to your view, even if neither is exactly right?
A. Most medical doctors have good intentions, it's the system that's broken
B. The system can work fine, it's the medical doctors that are the problem","When you hear aobut pmberlos with pisoaseofnrl muosiccndt anomg mceiadl doctors, wcihh ceoms coeslr to your view, even if ntehier is ealcxty right?
A. Most medical doctors have good intentions, it's the system that's broken
B. The system can work fine, it's the medical doctors that are the problem"
25,PQ6_F2B_W42,2,"When you hear or read news stories about professional misconduct by environmental health specialists, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","When you hear or read news seiorts auobt psofeosnairl mocndsicut by emnnroivtnael htleah specialists, do you thnik of thsee cseas as
A. Isolated incidents
B. Signs of a broader problem"
26,POP1_W42,2,"Which of these statements comes closer to your view, even if neither is exactly right?
A. Ordinary people would do a better job solving the country's problems than elected officials
B. Ordinary people would do no better solving the country's problems than elected officials","Which of tshee smetnettas comes csloer to your view, even if neihter is exltacy right?
A. Ordinary people would do a better job solving the country's problems than elected officials
B. Ordinary people would do no better solving the country's problems than elected officials"
27,POP3_W42,2,"Which of these do you think is the better way to solve the country's most pressing problems, even if neither is exactly right?
A. Rely more on people who are considered experts about the problems, even if they don't have much practical experience
B. Rely more on people with practical experience with the problems, even if they aren't considered experts","Which of these do you think is the btteer way to svloe the country's most piessnrg problems, even if nteeihr is ecaxlty right?
A. Rely more on people who are considered experts about the problems, even if they don't have much practical experience
B. Rely more on people with practical experience with the problems, even if they aren't considered experts"
28,RACESURV6_W43,2,"When it comes to racial discrimination, which do you think is the bigger problem for the country today?
A. People seeing racial discrimination where it really does not exist
B. People not seeing racial discrimination where it really does exist","When it coems to racial discrimination, wichh do you thnik is the bgeigr perbolm for the cnuotry today?
A. People seeing racial discrimination where it really does not exist
B. People not seeing racial discrimination where it really does exist"
29,RACESURV16_W43,2,"When it comes to improving race relations, do you think it is more important for people to focus on
A. The unique experiences of different racial and ethnic groups
B. What different racial and ethnic groups have in common","When it cemos to ivpiomnrg race relations, do you tinhk it is more irtnpmaot for polpee to foucs on
A. The unique experiences of different racial and ethnic groups
B. What different racial and ethnic groups have in common"
30,RACESURV49_W43,2,"When it comes to decisions about hiring and promotions, do you think companies and organizations
A. Should take a person's race and ethnicity into account, in addition to their qualifications, in order to increase diversity
B. Should only take a person's qualifications into account, even if it results in less diversity in the workplace","When it comes to diisenocs aobut hinrig and promotions, do you tnihk cepaimnos and oztaogirainns
A. Should take a person's race and ethnicity into account, in addition to their qualifications, in order to increase diversity
B. Should only take a person's qualifications into account, even if it results in less diversity in the workplace"
31,RACESURV50_W43,2,"When it comes to the schools students attend, do you think students
A. Should go to schools that are racially and ethnically mixed, even if it means that some students don't go to school in their local community
B. Should go to schools in their local community, even if it means that most schools are not racially and ethnically mixed","When it coems to the sooclhs snttdeus attend, do you tinhk suetntds
A. Should go to schools that are racially and ethnically mixed, even if it means that some students don't go to school in their local community
B. Should go to schools in their local community, even if it means that most schools are not racially and ethnically mixed"
32,FAMSURV4_W50,2,"Which statement comes closer to your view?
A. Society is better off if couples who want to stay together long-term eventually get married
B. Society is just as well off if couples who want to stay together long-term decide not to marry","Wichh staeenmtt cmeos colesr to your view?
A. Society is better off if couples who want to stay together long-term eventually get married
B. Society is just as well off if couples who want to stay together long-term decide not to marry"
33,FAMSURV8_W50,2,"Which statement comes closer to your view?
A. Couples who are married do a better job raising children than couples who are living together but are not married
B. Couples who are living together but are not married can raise children just as well as married couples","Wchih semtetant cemos closer to your view?
A. Couples who are married do a better job raising children than couples who are living together but are not married
B. Couples who are living together but are not married can raise children just as well as married couples"
34,BIGHOUSES_W92,2,"Would you prefer to live in a community where the houses are
A. Larger and farther apart, but schools, stores, and restaurants are several miles away
B. Smaller and closer to each other, but schools, stores, and restaurants are within walking distance","Would you pfeerr to live in a cmiomunty where the huseos are
A. Larger and farther apart, but schools, stores, and restaurants are several miles away
B. Smaller and closer to each other, but schools, stores, and restaurants are within walking distance"
35,WOMENOBS_W92,2,"Please choose the statement that comes closer to your own views.
A. The obstacles that once made it harder for women than men to get ahead are now largely gone
B. There are still significant obstacles that make it harder for women to get ahead than men","Pealse chosoe the stnameett that coems coselr to your own views.
A. The obstacles that once made it harder for women than men to get ahead are now largely gone
B. There are still significant obstacles that make it harder for women to get ahead than men"
36,ECONFAIR_W92,2,"Please choose the statement that comes closer to your own views.
A. The economic system in this country unfairly favors powerful interests
B. The economic system in this country is generally fair to most Americans","Pelsae cosohe the satetmnet that cmoes csoler to your own views.
A. The economic system in this country unfairly favors powerful interests
B. The economic system in this country is generally fair to most Americans"
