,key,num options,orig alpha,pos alpha
38,SCM5g_W42,2,"In general, would you say the following statements describes most research scientists well? Skilled at working in teams
A. Describes research scientists well
B. Does not describe research scientists well","In generla, wolud you say the follwoing statemetns decsribes most reesarch scinetists well? Skilled at wroking in temas
A. Describes research scientists well
B. Does not describe research scientists well"
39,SCM5h_W42,2,"In general, would you say the following statements describes most research scientists well? Cold
A. Describes research scientists well
B. Does not describe research scientists well","In gneeral, wolud you say the flolowing staetments descirbes most reseacrh scietnists wlel? Cold
A. Describes research scientists well
B. Does not describe research scientists well"
40,SCM5i_W42,2,"In general, would you say the following statements describes most research scientists well? Socially awkward
A. Describes research scientists well
B. Does not describe research scientists well","In generla, wolud you say the flolowing statmeents descriebs most resaerch scienitsts wlel? Socially akwward
A. Describes research scientists well
B. Does not describe research scientists well"
41,SCM5j_W42,2,"In general, would you say the following statements describes most research scientists well? Feel superior to others
A. Describes research scientists well
B. Does not describe research scientists well","In genreal, wolud you say the follwoing stateemnts dsecribes most reserach scietnists well? Feel supeiror to othres
A. Describes research scientists well
B. Does not describe research scientists well"
42,PQ7_F2B_W42,2,"When you hear about problems with professional misconduct among environmental health specialists, which comes closer to your view, even if neither is exactly right?
A. Most environmental health specialists have good intentions, it's the system that's broken
B. The system can work fine, it's the environmental health specialists that are the problem","When you hear aobut porblems with proefssional msiconduct amnog envirnomental haelth sepcialists, whcih coems clsoer to your veiw, even if niether is exaclty rihgt?
A. Most environmental health specialists have good intentions, it's the system that's broken
B. The system can work fine, it's the environmental health specialists that are the problem"
43,PQ6_F2C_W42,2,"When you hear or read news stories about professional misconduct by dietitians, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","When you hear or read news storeis aobut professoinal miscodnuct by diteitians, do you thnik of tehse csaes as
A. Isolated incidents
B. Signs of a broader problem"
44,PQ7_F2C_W42,2,"When you hear about problems with professional misconduct among dietitians, which comes closer to your view, even if neither is exactly right?
A. Most dietitians have good intentions, it's the system that's broken
B. The system can work fine, it's the dietitians that are the problem","When you hear aobut prolbems with proefssional misconudct aomng diteitians, wihch coems clsoer to your veiw, even if neihter is eaxctly rihgt?
A. Most dietitians have good intentions, it's the system that's broken
B. The system can work fine, it's the dietitians that are the problem"
45,SCM2_W42,2,"Which of the following best describes what you think about the scientific method?
A. The scientific method generally produces accurate conclusions
B. The scientific method can be used to produce any conclusion the researcher wants","Wihch of the flolowing best descirbes what you thnik abuot the sicentific mtehod?
A. The scientific method generally produces accurate conclusions
B. The scientific method can be used to produce any conclusion the researcher wants"
46,SCM3_W42,2,"Which of these statements comes closer to your own view, even if neither is exactly right?
A. Scientists make judgments based solely on the facts
B. Scientists' judgments are just as likely to be biased as other people's","Whcih of tehse stateemnts coems clsoer to your own veiw, even if niether is exatcly rigth?
A. Scientists make judgments based solely on the facts
B. Scientists' judgments are just as likely to be biased as other people's"
47,MARRFAM_W92,2,"Please choose the statement that comes closer to your own views.
A. Society is better off if people make marriage and having children a priority
B. Society is just as well off if people have priorities other than marriage and children","Plaese cohose the stateemnt that cmoes clsoer to your own viesw.
A. Society is better off if people make marriage and having children a priority
B. Society is just as well off if people have priorities other than marriage and children"
48,PAR2CHILD_W92,2,"Children with two parents are
A. Better off when a parent stays home to focus on the family
B. Just as well off when their parents work outside the home","Chilrden with two parnets are
A. Better off when a parent stays home to focus on the family
B. Just as well off when their parents work outside the home"
49,OPENIDEN_W92,2,"Please choose the statement that comes closer to your own views.
A. America's openness to people from all over the world is essential to who we are as a nation
B. If America is too open to people from all over the world, we risk losing our identity as a nation","Plesae choose the stateemnt that cmoes cloesr to your own viwes.
A. America's openness to people from all over the world is essential to who we are as a nation
B. If America is too open to people from all over the world, we risk losing our identity as a nation"
0,HIGHED_W36,2,"Now, thinking about the higher education system, that is colleges and universities, in the United States today moving in the right or wrong direction?
A. Right direction
B. Wrong direction","Now, thinknig aobut the higehr educatoin sytsem, that is colelges and univesrities, in the Untied Sattes toady moivng in the rihgt or worng diretcion?
A. Right direction
B. Wrong direction"
1,GAP21Q30_W82,2,"Should the US be the most active of the leading nations, or should it be about as active as other leading nations?
A. Most active
B. About as active","Shuold the US be the most acitve of the laeding naitons, or shuold it be abuot as actvie as otehr leadnig naitons?
A. Most active
B. About as active"
2,SSCUT_W41,2,"Thinking about the long-term future of Social Security, which statement comes closer to your view, even if neither is exactly right?
A. Some reductions in benefits for future retirees will need to be made
B. Social Security benefits should not be reduced in any way","Thinikng aobut the lnog-term ftuure of Soical Sceurity, whcih staetment coems colser to your viwe, even if neitehr is exatcly rgiht?
A. Some reductions in benefits for future retirees will need to be made
B. Social Security benefits should not be reduced in any way"
3,GAP21Q18_W82,2,"Which statement comes closer to your view, even if neither is exactly right? The US should
A. Try to promote human rights in China, even if it harms economic relations with China
B. Prioritize strengthening economic relations with China, even if it means not addressing human rights issues","Wihch statemnet coems colser to your viwe, even if netiher is excatly rihgt? The US sholud
A. Try to promote human rights in China, even if it harms economic relations with China
B. Prioritize strengthening economic relations with China, even if it means not addressing human rights issues"
4,GAP21Q35_W82,2,"Which statement comes closer to your view, even if neither is exactly right?
A. many of the problems facing our country can be solved by working with other countries
B. few of the problems facing our country can be solved by working with other countries","Whcih statmeent cmoes colser to your veiw, even if neihter is exaclty rihgt?
A. many of the problems facing our country can be solved by working with other countries
B. few of the problems facing our country can be solved by working with other countries"
5,GAP21Q36_W82,2,"Please choose the statement that comes closer to your own views.
A. In foreign policy, the US should take into account the interests of its allies even if it means making compromises
B. In foreign policy, the US should follow its own national interests even when its allies strongly disagree","Pelase cohose the statmeent that cmoes clsoer to your own viwes.
A. In foreign policy, the US should take into account the interests of its allies even if it means making compromises
B. In foreign policy, the US should follow its own national interests even when its allies strongly disagree"
6,GAP21Q37_W82,2,"Please choose the statement that comes closer to your own views.
A. It's best for the future of our country to be active in world affairs
B. We should pay less attention to problems overseas and concentrate on problems here at home","Plaese choose the staetment that coems cloesr to your own viwes.
A. It's best for the future of our country to be active in world affairs
B. We should pay less attention to problems overseas and concentrate on problems here at home"
7,GAP21Q42_W82,2,"Thinking about our economic and trade policy toward China, which is more important?
A. Building a strong relationship with China on economic issues
B. Getting tougher with China on economic issues","Thinknig abuot our econoimc and tarde polciy toawrd Chian, wihch is more importatn?
A. Building a strong relationship with China on economic issues
B. Getting tougher with China on economic issues"
8,INEQ2_W54,2,"Do you think that
A. Some amount of economic inequality is acceptable
B. No amount of economic inequality is acceptable","Do you tihnk that
A. Some amount of economic inequality is acceptable
B. No amount of economic inequality is acceptable"
9,INEQ9_W54,2,"In order to address economic inequality in this country, do you think it would be better for the government to
A. Give direct assistance to people who are poor in the form of cash payments or tax credits
B. Invest in education and job training programs for people who are poor","In oredr to adrdess econoimc ineqaulity in this countyr, do you tihnk it wolud be better for the governmnet to
A. Give direct assistance to people who are poor in the form of cash payments or tax credits
B. Invest in education and job training programs for people who are poor"
10,INEQ10_W54,2,"In order to address economic inequality in this country, do you think the government
A. Should raise taxes on the wealthiest Americans
B. Should not raise taxes on the wealthiest Americans","In oredr to addrses econoimc inequaltiy in this counrty, do you tihnk the govermnent
A. Should raise taxes on the wealthiest Americans
B. Should not raise taxes on the wealthiest Americans"
11,INEQ11_W54,2,"In order to address economic inequality in this country, do you think the government
A. Should raise taxes on people like you
B. Should not raise taxes on people like you","In oredr to adderss econoimc inqeuality in this counrty, do you thnik the govrenment
A. Should raise taxes on people like you
B. Should not raise taxes on people like you"
12,WORKHARD_W53,2,"Please choose the statement that comes closer to your own views.
A. Most people who want to get ahead can make it if they're willing to work hard
B. Hard work and determination are no guarantee of success for most people","Pelase choose the statmeent that cmoes clsoer to your own viesw.
A. Most people who want to get ahead can make it if they're willing to work hard
B. Hard work and determination are no guarantee of success for most people"
13,POOREASY_W53,2,"Please choose the statement that comes closer to your own views.
A. Poor people today have it easy because they can get government benefits without doing anything in return
B. Poor people have hard lives because government benefits don't go far enough to help them live decently","Pelase cohose the statemnet that coems colser to your own viesw.
A. Poor people today have it easy because they can get government benefits without doing anything in return
B. Poor people have hard lives because government benefits don't go far enough to help them live decently"
14,ECONFAIR_W53,2,"Please choose the statement that comes closer to your own views
A. The economic system in this country unfairly favors powerful interests
B. The economic system in this country is generally fair to most Americans","Pelase chosoe the staetment that cmoes clsoer to your own veiws
A. The economic system in this country unfairly favors powerful interests
B. The economic system in this country is generally fair to most Americans"
15,POLICY1_W42,2,"Which of these statements comes closer to your own view, even if neither is exactly right?
A. Scientists should take an active role in public policy debates about scientific issues
B. Scientists should focus on establishing sound scientific facts and stay out of public policy debates","Wihch of tehse statemnets cmoes clsoer to your own veiw, even if neitehr is exaclty rihgt?
A. Scientists should take an active role in public policy debates about scientific issues
B. Scientists should focus on establishing sound scientific facts and stay out of public policy debates"
16,POLICY2_W42,2,"Which of these statements comes closer to your own view, even if neither is exactly right?
A. Public opinion should play an important role to guide policy decisions about scientific issues
B. Public opinion should not play an important role to guide policy decisions about scientific issues because these issues","Wihch of tehse statemetns cmoes clsoer to your own veiw, even if neihter is exatcly rigth?
A. Public opinion should play an important role to guide policy decisions about scientific issues
B. Public opinion should not play an important role to guide policy decisions about scientific issues because these issues"
17,RQ6_F1A_W42,2,"When you hear or read news stories about research misconduct by medical research scientists, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","When you hear or read news storeis aobut resaerch msiconduct by mediacl reesarch scientisst, do you thnik of thsee csaes as
A. Isolated incidents
B. Signs of a broader problem"
18,RQ7_F1A_W42,2,"When you hear about problems with research misconduct among medical research scientists, which comes closer to your view, even if neither is exactly right?
A. Most medical research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the medical research scientists that are the problem","When you hear abuot prolbems with reserach miscnoduct aomng medcial resaerch sceintists, wihch cmoes clsoer to your viwe, even if netiher is exaclty rgiht?
A. Most medical research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the medical research scientists that are the problem"
19,RQ6_F1B_W42,2,"When you hear or read news stories about research misconduct by environmental research scientists, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","When you hear or read news sotries abuot reseacrh miscnoduct by enviornmental reseacrh scientisst, do you tihnk of tehse caess as
A. Isolated incidents
B. Signs of a broader problem"
20,RQ7_F1B_W42,2,"When you hear about problems with research misconduct among environmental research scientists, which comes closer to your view, even if neither is exactly right?
A. Most environmental research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the environmental research scientists that are the problem","When you hear abuot problmes with rseearch msiconduct aomng evnironmental resaerch scienitsts, whcih coems cloesr to your veiw, even if niether is excatly rihgt?
A. Most environmental research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the environmental research scientists that are the problem"
21,RQ6_F1C_W42,2,"When you hear or read news stories about research misconduct by nutrition research scientists, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","When you hear or read news sotries abuot reserach miscondcut by nutritoin rseearch sceintists, do you tihnk of tehse csaes as
A. Isolated incidents
B. Signs of a broader problem"
22,RQ7_F1C_W42,2,"When you hear about problems with research misconduct among nutrition research scientists, which comes closer to your view, even if neither is exactly right?
A. Most nutrition research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the nutrition research scientists that are the problem","When you hear aobut problmes with rseearch msiconduct aomng nutirtion resaerch scientsits, whcih cmoes cloesr to your viwe, even if neitehr is exaclty rihgt?
A. Most nutrition research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the nutrition research scientists that are the problem"
23,PQ6_F2A_W42,2,"When you hear or read news stories about professional misconduct by medical doctors, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","When you hear or read news sotries abuot profsesional miscondcut by mdeical doctosr, do you thnik of tehse caess as
A. Isolated incidents
B. Signs of a broader problem"
24,PQ7_F2A_W42,2,"When you hear about problems with professional misconduct among medical doctors, which comes closer to your view, even if neither is exactly right?
A. Most medical doctors have good intentions, it's the system that's broken
B. The system can work fine, it's the medical doctors that are the problem","When you hear aobut problmes with porfessional miscodnuct amnog meidcal doctosr, wihch cmoes cloesr to your viwe, even if netiher is eaxctly rgiht?
A. Most medical doctors have good intentions, it's the system that's broken
B. The system can work fine, it's the medical doctors that are the problem"
25,PQ6_F2B_W42,2,"When you hear or read news stories about professional misconduct by environmental health specialists, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","When you hear or read news stroies aobut porfessional msiconduct by environmenatl helath specialsits, do you tihnk of thsee csaes as
A. Isolated incidents
B. Signs of a broader problem"
26,POP1_W42,2,"Which of these statements comes closer to your view, even if neither is exactly right?
A. Ordinary people would do a better job solving the country's problems than elected officials
B. Ordinary people would do no better solving the country's problems than elected officials","Wihch of thsee statemetns cmoes cloesr to your veiw, even if neitehr is exatcly rgiht?
A. Ordinary people would do a better job solving the country's problems than elected officials
B. Ordinary people would do no better solving the country's problems than elected officials"
27,POP3_W42,2,"Which of these do you think is the better way to solve the country's most pressing problems, even if neither is exactly right?
A. Rely more on people who are considered experts about the problems, even if they don't have much practical experience
B. Rely more on people with practical experience with the problems, even if they aren't considered experts","Wihch of tehse do you thnik is the betetr way to sovle the cuontry's most pressnig prbolems, even if niether is exaclty rgiht?
A. Rely more on people who are considered experts about the problems, even if they don't have much practical experience
B. Rely more on people with practical experience with the problems, even if they aren't considered experts"
28,RACESURV6_W43,2,"When it comes to racial discrimination, which do you think is the bigger problem for the country today?
A. People seeing racial discrimination where it really does not exist
B. People not seeing racial discrimination where it really does exist","When it cmoes to racail disrcimination, wihch do you tihnk is the bigger prolbem for the coutnry tdoay?
A. People seeing racial discrimination where it really does not exist
B. People not seeing racial discrimination where it really does exist"
29,RACESURV16_W43,2,"When it comes to improving race relations, do you think it is more important for people to focus on
A. The unique experiences of different racial and ethnic groups
B. What different racial and ethnic groups have in common","When it cmoes to improvnig race relatinos, do you tihnk it is more importnat for poeple to foucs on
A. The unique experiences of different racial and ethnic groups
B. What different racial and ethnic groups have in common"
30,RACESURV49_W43,2,"When it comes to decisions about hiring and promotions, do you think companies and organizations
A. Should take a person's race and ethnicity into account, in addition to their qualifications, in order to increase diversity
B. Should only take a person's qualifications into account, even if it results in less diversity in the workplace","When it coems to decisinos abuot hiirng and proomtions, do you tihnk comapnies and orgnaizations
A. Should take a person's race and ethnicity into account, in addition to their qualifications, in order to increase diversity
B. Should only take a person's qualifications into account, even if it results in less diversity in the workplace"
31,RACESURV50_W43,2,"When it comes to the schools students attend, do you think students
A. Should go to schools that are racially and ethnically mixed, even if it means that some students don't go to school in their local community
B. Should go to schools in their local community, even if it means that most schools are not racially and ethnically mixed","When it cmoes to the schools studetns atetnd, do you tihnk studetns
A. Should go to schools that are racially and ethnically mixed, even if it means that some students don't go to school in their local community
B. Should go to schools in their local community, even if it means that most schools are not racially and ethnically mixed"
32,FAMSURV4_W50,2,"Which statement comes closer to your view?
A. Society is better off if couples who want to stay together long-term eventually get married
B. Society is just as well off if couples who want to stay together long-term decide not to marry","Wihch sttaement cmoes clsoer to your veiw?
A. Society is better off if couples who want to stay together long-term eventually get married
B. Society is just as well off if couples who want to stay together long-term decide not to marry"
33,FAMSURV8_W50,2,"Which statement comes closer to your view?
A. Couples who are married do a better job raising children than couples who are living together but are not married
B. Couples who are living together but are not married can raise children just as well as married couples","Whcih staetment coems cloesr to your viwe?
A. Couples who are married do a better job raising children than couples who are living together but are not married
B. Couples who are living together but are not married can raise children just as well as married couples"
34,BIGHOUSES_W92,2,"Would you prefer to live in a community where the houses are
A. Larger and farther apart, but schools, stores, and restaurants are several miles away
B. Smaller and closer to each other, but schools, stores, and restaurants are within walking distance","Wolud you prfeer to live in a commnuity whree the houess are
A. Larger and farther apart, but schools, stores, and restaurants are several miles away
B. Smaller and closer to each other, but schools, stores, and restaurants are within walking distance"
35,WOMENOBS_W92,2,"Please choose the statement that comes closer to your own views.
A. The obstacles that once made it harder for women than men to get ahead are now largely gone
B. There are still significant obstacles that make it harder for women to get ahead than men","Pelase choose the statmeent that coems clsoer to your own viesw.
A. The obstacles that once made it harder for women than men to get ahead are now largely gone
B. There are still significant obstacles that make it harder for women to get ahead than men"
36,ECONFAIR_W92,2,"Please choose the statement that comes closer to your own views.
A. The economic system in this country unfairly favors powerful interests
B. The economic system in this country is generally fair to most Americans","Plesae cohose the statmeent that coems cloesr to your own viwes.
A. The economic system in this country unfairly favors powerful interests
B. The economic system in this country is generally fair to most Americans"
37,VTRGHTPRIV1_W92,2,"Please choose the statement that comes closer to your own views.
A. Voting is a fundamental right for every adult U.S. citizen and should not be restricted in any way
B. Voting is a privilege that comes with responsibilities and can be limited if adult U.S. citizens don't meet some require","Plesae chosoe the statmeent that cmoes clsoer to your own viwes.
A. Voting is a fundamental right for every adult U.S. citizen and should not be restricted in any way
B. Voting is a privilege that comes with responsibilities and can be limited if adult U.S. citizens don't meet some require"
