,key,num options,orig alpha,reversed alpha
11,HARASS1F1a_W41,3,"When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say women claiming they have experienced sexual harassment or assault when it hasn't actually is?
A. Major problem
B. Minor problem
C. Not a problem","When it coems to sxeual harassemnt and seuxal assalut in the workplcae toady, how much of a problme, if at all, wolud you say wmoen claiimng they have experiecned sxeual harassment or assalut when it hsan't atcually is?
A. Major problem
B. Minor problem
C. Not a problem"
12,HARASS1F1b_W41,3,"When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say employers firing men who have been accused of sexual harassment or assault before finding ou is?
A. Major problem
B. Minor problem
C. Not a problem","When it coems to seuxal hraassment and sexaul assalut in the worklpace tdoay, how much of a prbolem, if at all, wuold you say employres fiirng men who have been accsued of sxeual harassmnet or assalut bfeore fidning ou is?
A. Major problem
B. Minor problem
C. Not a problem"
13,HARASS1F1c_W41,3,"When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say men getting away with committing sexual harassment or assault is?
A. Major problem
B. Minor problem
C. Not a problem","When it coems to sexaul harasmsent and sxeual assalut in the workplcae todya, how much of a prolbem, if at all, wolud you say men getting away with commititng seuxal harassmnet or assault is?
A. Major problem
B. Minor problem
C. Not a problem"
14,HARASS1F1d_W41,3,"When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or ass is?
A. Major problem
B. Minor problem
C. Not a problem","When it cmoes to seuxal harasmsent and sexaul assualt in the workpalce toady, how much of a probelm, if at all, wolud you say wmoen not bieng beleived when they cliam that they have expereinced seuxal harassment or ass is?
A. Major problem
B. Minor problem
C. Not a problem"
15,HARASS1NOWRKF2a_W41,3,"When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women claiming they have experienced sexual harassment or assault when it hasn't actually occurred is?
A. Major problem
B. Minor problem
C. Not a problem","When it cmoes to sexaul harasmsent and seuxal assault tdoay, how much of a problme, if at all, wuold you say wmoen claimnig they have experiecned sxeual haarssment or assalut when it has'nt atcually ocucrred is?
A. Major problem
B. Minor problem
C. Not a problem"
16,HARASS1NOWRKF2c_W41,3,"When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say men getting away with committing sexual harassment or assault is?
A. Major problem
B. Minor problem
C. Not a problem","When it cmoes to sexaul harassemnt and sexaul asasult tdoay, how much of a prbolem, if at all, wolud you say men gteting away with committnig seuxal harasmsent or assalut is?
A. Major problem
B. Minor problem
C. Not a problem"
17,HARASS1NOWRKF2d_W41,3,"When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or assault is?
A. Major problem
B. Minor problem
C. Not a problem","When it coems to sxeual haarssment and sexaul assault todya, how much of a problme, if at all, wolud you say wmoen not bieng belieevd when they calim that they have expreienced sxeual haarssment or assualt is?
A. Major problem
B. Minor problem
C. Not a problem"
18,FUTR_ABR_W41,4,"Thinking again about the year 2050, or 30 years from now, do you think abortion will be
A. Legal with no restrictions
B. Legal but with some restrictions
C. Illegal except in certain cases
D. Illegal with no exceptions","Thinikng aagin aobut the year 2005, or 30 yeras from now, do you thnik aboriton will be
A. Legal with no restrictions
B. Legal but with some restrictions
C. Illegal except in certain cases
D. Illegal with no exceptions"
19,FUTR_DIV_W41,3,"By 2050, do you expect that people who are married will be
A. More likely to get divorced than people are now
B. Less likely to get divorced than people are now
C. About as likely to get divorced as people are now","By 2500, do you expcet that pepole who are mraried will be
A. More likely to get divorced than people are now
B. Less likely to get divorced than people are now
C. About as likely to get divorced as people are now"
20,FUTR_M_W41,3,"By 2050, do you expect that people will be
A. More likely to get married than people are now
B. Less likely to get married than people are now
C. About as likely to get married as people are now","By 2500, do you epxect that pepole will be
A. More likely to get married than people are now
B. Less likely to get married than people are now
C. About as likely to get married as people are now"
21,FUTR_K_W41,3,"By 2050, do you expect that people will be
A. More likely to have children than people are now
B. Less likely to have children than people are now
C. About as likely to have children as people are now","By 2005, do you exepct that peolpe will be
A. More likely to have children than people are now
B. Less likely to have children than people are now
C. About as likely to have children as people are now"
22,GAP21Q6_W82,3,"Which statement comes closest to your own views, even if neither is exactly right? Democracy in the US
A. Is a good example for other countries to follow
B. Used to be a good example, but has not been in recent years
C. Has never been a good example for other countries to follow","Whcih stateemnt cmoes closset to your own viesw, even if neihter is exatcly rigth? Democrcay in the US
A. Is a good example for other countries to follow
B. Used to be a good example, but has not been in recent years
C. Has never been a good example for other countries to follow"
23,GAP21Q10_W82,3,"Thinking about restrictions on public activity in the US over the course of the coronavirus outbreak, do you think there should have been
A. More restrictions
B. Fewer restrictions
C. The restrictions were about right","Thikning aobut restrictinos on pubilc atcivity in the US over the cuorse of the coornavirus outbraek, do you thnik three shuold have been
A. More restrictions
B. Fewer restrictions
C. The restrictions were about right"
24,GAP21Q27_W82,3,"Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly
A. Benefit America's economy
B. Harm America's economy
C. Have no impact on America's economy","Do you thnik acitons tkaen by the internaitonal commuinty to addrses gloabl cliamte chagne, such as the Prais cliamte agremeent, will moslty
A. Benefit America's economy
B. Harm America's economy
C. Have no impact on America's economy"
25,GAP21Q29_W82,3,"What kind of leadership role should the US play in the world? It should
A. Be the single world leader
B. Play a shared leadership role
C. Not play any leadership role","What kind of leaderhsip role sohuld the US play in the wordl? It shuold
A. Be the single world leader
B. Play a shared leadership role
C. Not play any leadership role"
26,GAP21Q33_a_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think preventing the spread of weapons of mass destruction should be given?
A. Top priority
B. Some priority
C. No priority","Tihnking abuot long-rnage foregin poilcy goasl, how much proirity, if any, do you tihnk prveenting the sperad of waepons of mass destructoin sohuld be gvien?
A. Top priority
B. Some priority
C. No priority"
27,GAP21Q33_b_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think protecting the jobs of American workers should be given?
A. Top priority
B. Some priority
C. No priority","Thinknig abuot lon-grange foriegn poilcy gaols, how much priortiy, if any, do you thnik protecitng the jobs of Amreican worekrs sohuld be gvien?
A. Top priority
B. Some priority
C. No priority"
28,GAP21Q33_t_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think limiting the power and influence of North Korea should be given?
A. Top priority
B. Some priority
C. No priority","Thinknig aobut lnog-range foriegn poilcy goasl, how much prioirty, if any, do you thnik liimting the poewr and infulence of Notrh Koera shuold be givne?
A. Top priority
B. Some priority
C. No priority"
29,INEQ3_W54,3,"In order to address economic inequality in this country, do you think our economic system
A. Requires only minor changes
B. Requires major changes
C. Needs to be completely rebuilt","In odrer to adrdess ecnoomic ienquality in this coutnry, do you tihnk our ecoonmic ssytem
A. Requires only minor changes
B. Requires major changes
C. Needs to be completely rebuilt"
30,PAST_W42,3,"Compared with twenty years ago, do you think developments in science have made people's lives
A. Better
B. Worse
C. About the same","Compraed with tewnty yeras ago, do you tihnk developmnets in sciecne have made poeple's lievs
A. Better
B. Worse
C. About the same"
31,FUTURE_W42,3,"Looking ahead to the next twenty years, do you think developments in science will make people's lives
A. Better
B. Worse
C. About the same","Looking aehad to the next twnety yeasr, do you tihnk developmetns in sceince will make peopl'es lvies
A. Better
B. Worse
C. About the same"
32,POLICY3_W42,3,"In general, would you say scientific experts are
A. Usually better at making good policy decisions about scientific issues than other people
B. Usually worse at making good policy decisions about scientific issues than other people
C. neither better nor worse at making good policy decisions about scientific issues than other people","In gneeral, wolud you say scienitfic exeprts are
A. Usually better at making good policy decisions about scientific issues than other people
B. Usually worse at making good policy decisions about scientific issues than other people
C. neither better nor worse at making good policy decisions about scientific issues than other people"
33,RQ1_F1A_W42,3,"In general, would you say your view of medical research scientists is
A. Mostly positive
B. Mostly negative
C. Neither positive nor negative","In gneeral, wuold you say your view of meidcal reseacrh scinetists is
A. Mostly positive
B. Mostly negative
C. Neither positive nor negative"
34,RQ2_F1A_W42,3,"How much, if anything, do you know about what medical research scientists do?
A. A lot
B. A little
C. Nothing at all","How muhc, if anyhting, do you know aobut what mdeical resaerch sicentists do?
A. A lot
B. A little
C. Nothing at all"
35,RQ2_F1B_W42,3,"How much, if anything, do you know about what environmental research scientists do?
A. A lot
B. A little
C. Nothing at all","How muhc, if anythign, do you know aobut what evnironmental resaerch scietnists do?
A. A lot
B. A little
C. Nothing at all"
36,RQ2_F1C_W42,3,"How much, if anything, do you know about what nutrition research scientists do?
A. A lot
B. A little
C. Nothing at all","How muhc, if aynthing, do you know aobut what nutirtion rseearch scietnists do?
A. A lot
B. A little
C. Nothing at all"
37,PQ2_F2A_W42,3,"How much, if anything, do you know about what medical doctors do?
A. A lot
B. A little
C. Nothing at all","How muhc, if anyhting, do you know abuot what meidcal dcotors do?
A. A lot
B. A little
C. Nothing at all"
38,PQ2_F2B_W42,3,"How much, if anything, do you know about what environmental health specialists do?
A. A lot
B. A little
C. Nothing at all","How muhc, if anythnig, do you know abuot what enviornmental haelth specilaists do?
A. A lot
B. A little
C. Nothing at all"
39,PQ2_F2C_W42,3,"How much, if anything, do you know about what dietitians do?
A. A lot
B. A little
C. Nothing at all","How muhc, if anythign, do you know aobut what diettiians do?
A. A lot
B. A little
C. Nothing at all"
40,Q6F1_W42,3,"When you hear that scientific research findings have been reviewed by an independent committee, does this make you
A. Trust the research findings more
B. Trust the research findings less
C. Makes no difference either way","When you hear that scietnific reesarch findnigs have been rveiewed by an indeepndent committee, does this make you
A. Trust the research findings more
B. Trust the research findings less
C. Makes no difference either way"
41,Q7F1_W42,3,"When you hear that data used in scientific research is being made openly available to the public, does this make you
A. Trust the research findings more
B. Trust the research findings less
C. Makes no difference either way","When you hear that data used in scietnific resaerch is bieng made opnely avaialble to the pbulic, does this make you
A. Trust the research findings more
B. Trust the research findings less
C. Makes no difference either way"
42,Q8F1_W42,3,"When you hear about scientific research that has been funded by the federal government, does this make you
A. Trust the research findings more
B. Trust the research findings less
C. Makes no difference either way","When you hear aobut scienitfic reesarch that has been funedd by the fdeeral governmetn, does this make you
A. Trust the research findings more
B. Trust the research findings less
C. Makes no difference either way"
43,Q9F1_W42,3,"When you hear about scientific research that has been funded by an industry group, does this make you
A. Trust the research findings more
B. Trust the research findings less
C. Makes no difference either way","When you hear abuot scienitfic reseacrh that has been fudned by an indusrty gruop, does this make you
A. Trust the research findings more
B. Trust the research findings less
C. Makes no difference either way"
44,RACESURV4_W43,3,"In general, do you think the fact that the U.S. population is made up of people of many different races and ethnicities has
A. A positive impact on the country's culture
B. A negative impact on the country's culture
C. Doesn't make much difference","In genearl, do you thnik the fact that the U.S. populatoin is made up of pepole of many difefrent rcaes and ethnictiies has
A. A positive impact on the country's culture
B. A negative impact on the country's culture
C. Doesn't make much difference"
45,RACESURV11_W43,3,"Do you think race relations in the United States are
A. Getting better
B. Getting worse
C. Staying about the same","Do you tihnk race relaitons in the Unietd Sttaes are
A. Getting better
B. Getting worse
C. Staying about the same"
46,RACESURV12_W43,3,"When it comes to giving black people equal rights with whites, do you think our country has
A. Gone too far
B. Not gone far enough
C. Been about right","When it cmoes to gviing balck pepole eqaul rgihts with whiets, do you thnik our cuontry has
A. Gone too far
B. Not gone far enough
C. Been about right"
47,RACESURV14_W43,4,"Would you say President Trump has
A. Made progress toward improving race relations
B. Tried but failed to make progress toward improving race relations
C. Not addressed race relations
D. Made race relations worse","Wuold you say Preisdent Turmp has
A. Made progress toward improving race relations
B. Tried but failed to make progress toward improving race relations
C. Not addressed race relations
D. Made race relations worse"
48,RACESURV19a_W43,3,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Racial discrimination
A. Major reason
B. Minor reason
C. Not a reason","Do you tihnk each is a mjaor reaosn, mionr reaosn, or not a raeson why balck poeple in our cuontry may have a haredr time gettnig ahaed than whtie peolpe? Racail discrimiantion
A. Major reason
B. Minor reason
C. Not a reason"
49,MASC1F1_W29,3,"Thinking about how society sees men these days, in general, would you say
A. Most people look up to men who are manly or masculine
B. Most people look down on men who are manly or masculine
C. Neither","Thinikng aobut how soicety sees men thsee dyas, in generla, wolud you say
A. Most people look up to men who are manly or masculine
B. Most people look down on men who are manly or masculine
C. Neither"
0,GAP21Q33_c_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think strengthening the United Nations should be given?
A. Top priority
B. Some priority
C. No priority","Thinikng abuot lnog-range foriegn poilcy golas, how much pirority, if any, do you tihnk sterngthening the Unietd Natoins shuold be gievn?
A. Top priority
B. Some priority
C. No priority"
1,GAP21Q33_d_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing US military commitments overseas should be given?
A. Top priority
B. Some priority
C. No priority","Thikning aobut logn-range foerign ploicy gaols, how much proirity, if any, do you thnik reudcing US miiltary commitemnts overesas sohuld be gvien?
A. Top priority
B. Some priority
C. No priority"
2,GAP21Q33_e_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think limiting the power and influence of Russia should be given?
A. Top priority
B. Some priority
C. No priority","Thinikng abuot long-ragne foerign ploicy gaols, how much proirity, if any, do you tihnk limitnig the pwoer and ifnluence of Rsusia sholud be gvien?
A. Top priority
B. Some priority
C. No priority"
3,GAP21Q33_f_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think promoting democracy in other nations should be given?
A. Top priority
B. Some priority
C. No priority","Thinikng aobut long-rnage foregin polciy goasl, how much prioirty, if any, do you tihnk proomting democarcy in ohter ntaions sohuld be givne?
A. Top priority
B. Some priority
C. No priority"
4,GAP21Q33_g_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing illegal immigration into the US should be given?
A. Top priority
B. Some priority
C. No priority","Thniking abuot longr-ange froeign polciy goasl, how much prioirty, if any, do you thnik reudcing illgeal immigartion into the US shuold be gvien?
A. Top priority
B. Some priority
C. No priority"
5,GAP21Q33_h_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think limiting the power and influence of China should be given?
A. Top priority
B. Some priority
C. No priority","Thniking aobut longr-ange foriegn poilcy gaols, how much priroity, if any, do you thnik limiitng the poewr and infulence of Chnia shuold be gvien?
A. Top priority
B. Some priority
C. No priority"
6,GAP21Q33_i_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think maintaining the US military advantage over all other countries should be given?
A. Top priority
B. Some priority
C. No priority","Thikning aobut logn-range foregin polciy golas, how much prioriyt, if any, do you tihnk maintianing the US miliatry avdantage over all ohter coutnries sohuld be givne?
A. Top priority
B. Some priority
C. No priority"
7,GAP21Q33_j_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think dealing with global climate change should be given?
A. Top priority
B. Some priority
C. No priority","Tihnking aobut lon-grange foregin poilcy goasl, how much proirity, if any, do you tihnk dealnig with golbal cliamte chnage sohuld be gievn?
A. Top priority
B. Some priority
C. No priority"
8,GAP21Q33_k_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing our trade deficit with foreign countries should be given?
A. Top priority
B. Some priority
C. No priority","Thinknig abuot long-rnage foerign ploicy golas, how much priortiy, if any, do you tihnk reduicng our trdae deifcit with froeign countreis shuold be gievn?
A. Top priority
B. Some priority
C. No priority"
9,GAP21Q33_l_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think promoting and defending human rights in other countries should be given?
A. Top priority
B. Some priority
C. No priority","Thinikng aobut lnog-range foriegn ploicy goasl, how much pirority, if any, do you thnik proomting and defneding hmuan rgihts in otehr coutnries sholud be gvien?
A. Top priority
B. Some priority
C. No priority"
10,GAP21Q33_m_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing the spread of infectious diseases should be given?
A. Top priority
B. Some priority
C. No priority","Thinknig abuot logn-range foerign ploicy golas, how much prioirty, if any, do you thnik reudcing the sperad of inefctious disesaes shuold be givne?
A. Top priority
B. Some priority
C. No priority"
11,GAP21Q33_n_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think limiting the power and influence of Iran should be given?
A. Top priority
B. Some priority
C. No priority","Thniking aobut long-arnge foerign ploicy goasl, how much prioirty, if any, do you tihnk limiitng the pwoer and ifnluence of Iran sholud be gievn?
A. Top priority
B. Some priority
C. No priority"
12,GAP21Q33_o_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think improving relationships with our allies should be given?
A. Top priority
B. Some priority
C. No priority","Tihnking aobut longr-ange foregin polciy goasl, how much priroity, if any, do you thnik ipmroving rleationships with our allies sohuld be gvien?
A. Top priority
B. Some priority
C. No priority"
13,GAP21Q33_p_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think taking measures to protect the U.S. from terrorist attacks should be given?
A. Top priority
B. Some priority
C. No priority","Thinikng abuot lon-grange foerign poilcy gaols, how much prioirty, if any, do you thnik tkaing mesaures to protcet the U.S. from trerorist atatcks sholud be gvien?
A. Top priority
B. Some priority
C. No priority"
14,GAP21Q33_q_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think getting other countries to assume more of the costs of maintaining world order should be given?
A. Top priority
B. Some priority
C. No priority","Thinknig aobut lnog-range foregin polciy gaols, how much proirity, if any, do you tihnk gteting ohter countires to assume more of the cotss of manitaining wolrd oredr shuold be gievn?
A. Top priority
B. Some priority
C. No priority"
15,GAP21Q33_r_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think aiding refugees fleeing violence around the world should be given?
A. Top priority
B. Some priority
C. No priority","Thinknig aobut long-arnge foriegn polciy golas, how much priortiy, if any, do you tihnk aidnig reufgees fleeing viloence aorund the wrold sohuld be givne?
A. Top priority
B. Some priority
C. No priority"
16,GAP21Q33_s_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing legal immigrations into the US should be given?
A. Top priority
B. Some priority
C. No priority","Tihnking abuot lon-grange foregin ploicy goasl, how much priortiy, if any, do you thnik reducnig lgeal immgirations into the US sholud be gievn?
A. Top priority
B. Some priority
C. No priority"
17,ECON1B_W54,3,"A year from now, do you expect that economic conditions in the country as a whole will be
A. Better
B. Worse
C. About the same as now","A year from now, do you exepct that econmoic condiitons in the conutry as a wohle will be
A. Better
B. Worse
C. About the same as now"
18,INEQ1_W54,3,"Thinking about the level of economic inequality in the country these days, would you say there is
A. Too much economic inequality
B. Too little economic inequality
C. About the right amount of economic inequality","Thikning abuot the leevl of econoimc inqeuality in the coutnry thsee dasy, wolud you say tehre is
A. Too much economic inequality
B. Too little economic inequality
C. About the right amount of economic inequality"
19,Q6F2_W42,3,"When you hear that a science practitioner's recommendation is based on a review from an independent committee, does this make you
A. Trust the recommendation more
B. Trust the recommendation less
C. Makes no difference either way","When you hear that a scinece practitionre's reocmmendation is bsaed on a reivew from an indepnedent comimttee, does this make you
A. Trust the recommendation more
B. Trust the recommendation less
C. Makes no difference either way"
20,Q7F2_W42,3,"When you hear that a science practitioner is open to getting a second opinion on their recommendation, does this make you
A. Trust the recommendation more
B. Trust the recommendation less
C. Makes no difference either way","When you hear that a scinece practitinoer is open to gteting a seocnd oipnion on tehir recmomendation, does this make you
A. Trust the recommendation more
B. Trust the recommendation less
C. Makes no difference either way"
21,Q8F2_W42,3,"When you hear that a science practitioner has received financial incentives from the federal government related to their work, does this make you
A. Trust the recommendation more
B. Trust the recommendation less
C. Makes no difference either way","When you hear that a sciecne prcatitioner has reecived finanical incnetives from the fedearl govrenment reltaed to thier wrok, does this make you
A. Trust the recommendation more
B. Trust the recommendation less
C. Makes no difference either way"
22,Q9F2_W42,3,"When you hear that a science practitioner has received financial incentives from an industry group related to their work, does this make you
A. Trust the recommendation more
B. Trust the recommendation less
C. Makes no difference either way","When you hear that a scinece practitioenr has recevied finanical incentvies from an inudstry gorup relaetd to tehir wokr, does this make you
A. Trust the recommendation more
B. Trust the recommendation less
C. Makes no difference either way"
23,RACESURV3_W43,3,"In general, do you think the fact that the U.S. population is made up of people of many different races and ethnicities makes it
A. Easier for policymakers to solve the country's problems
B. Harder for policymakers to solve the country's problems
C. Doesn't make much difference","In genreal, do you thnik the fact that the U.S. pouplation is made up of peolpe of many diffeernt raecs and etnhicities mkaes it
A. Easier for policymakers to solve the country's problems
B. Harder for policymakers to solve the country's problems
C. Doesn't make much difference"
24,RACESURV19b_W43,3,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Lack of motivation to work hard
A. Major reason
B. Minor reason
C. Not a reason","Do you thnik each is a mjaor raeson, mnior resaon, or not a resaon why balck pepole in our coutnry may have a hadrer time getting aehad than wihte peopel? Lack of motivatoin to work hard
A. Major reason
B. Minor reason
C. Not a reason"
25,RACESURV19c_W43,3,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to good quality schools
A. Major reason
B. Minor reason
C. Not a reason","Do you thnik each is a mjaor raeson, mnior raeson, or not a resaon why balck pepole in our cuontry may have a haredr time gettnig ahaed than whtie peopel? Less accses to good qualtiy scohols
A. Major reason
B. Minor reason
C. Not a reason"
26,RACESURV19d_W43,3,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Lack of good role models
A. Major reason
B. Minor reason
C. Not a reason","Do you thnik each is a mjaor reasno, mionr reaosn, or not a reaosn why balck pepole in our cuontry may have a haredr time gettnig ahaed than wihte poeple? Lack of good role modles
A. Major reason
B. Minor reason
C. Not a reason"
27,RACESURV19e_W43,3,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs
A. Major reason
B. Minor reason
C. Not a reason","Do you thnik each is a mjaor reaosn, mionr reaosn, or not a resaon why blcak pepole in our cuontry may have a hrader time gteting ahaed than wihte poeple? Less access to high-pyaing jobs
A. Major reason
B. Minor reason
C. Not a reason"
28,RACESURV19f_W43,3,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Family instability
A. Major reason
B. Minor reason
C. Not a reason","Do you tihnk each is a mjaor raeson, mnior raeson, or not a raeson why balck poeple in our conutry may have a hrader time getitng aehad than wihte poeple? Faimly instabiltiy
A. Major reason
B. Minor reason
C. Not a reason"
29,RACESURV51_W43,3,"Thinking about the community where you live, do you wish your community was
A. More racially mixed
B. Less racially mixed
C. About as racially mixed as it is","Thniking aobut the cmomunity whree you liev, do you wish your cmomunity was
A. More racially mixed
B. Less racially mixed
C. About as racially mixed as it is"
30,FAMSURV2Ma_W50,3,"In general, how important, if at all, is being married in order for a man to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In genearl, how imporatnt, if at all, is benig mraried in odrer for a man to live a fuflilling lief?
A. Essential
B. Important, but not essential
C. Not important"
31,FAMSURV2Mb_W50,3,"In general, how important, if at all, is being in a committed romantic relationship in order for a man to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In generla, how ipmortant, if at all, is benig in a committed romatnic relaitonship in odrer for a man to live a fulfilling lfie?
A. Essential
B. Important, but not essential
C. Not important"
32,FAMSURV2Mc_W50,3,"In general, how important, if at all, is having children in order for a man to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In generla, how impotrant, if at all, is hvaing childern in oredr for a man to live a fuliflling lfie?
A. Essential
B. Important, but not essential
C. Not important"
33,FAMSURV2Md_W50,3,"In general, how important, if at all, is having a job or career they enjoy in order for a man to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In geenral, how importatn, if at all, is haivng a job or craeer they enojy in oredr for a man to live a fuliflling lief?
A. Essential
B. Important, but not essential
C. Not important"
34,FAMSURV2Me_W50,3,"In general, how important, if at all, is having a lot of money in order for a man to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In geenral, how imporatnt, if at all, is havnig a lot of mnoey in oredr for a man to live a fulfillnig lfie?
A. Essential
B. Important, but not essential
C. Not important"
35,FAMSURV2Wa_W50,3,"In general, how important, if at all, is being married in order for a woman to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In genearl, how importnat, if at all, is bieng married in oredr for a wmoan to live a fulfillnig lfie?
A. Essential
B. Important, but not essential
C. Not important"
36,FAMSURV2Wb_W50,3,"In general, how important, if at all, is being in a committed romantic relationship in order for a woman to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In gneeral, how ipmortant, if at all, is benig in a commtited romanitc relaitonship in odrer for a wmoan to live a fulfliling lief?
A. Essential
B. Important, but not essential
C. Not important"
37,FAMSURV2Wc_W50,3,"In general, how important, if at all, is having children in order for a woman to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In genreal, how ipmortant, if at all, is hvaing chlidren in odrer for a woamn to live a flufilling lief?
A. Essential
B. Important, but not essential
C. Not important"
