,key,num options,orig alpha,pos alpha
15,GAP21Q2_W82,2,"When children today in the US grow up, do you think they will be
A. Better off financially than their parents
B. Worse off financially than their parents","When children today in the US grow up, do you thiyk they will be
A. Better off financially than their parents
B. Worse off financially than their parents"
16,GAP21Q20_W82,2,"Overall, do you think having people of many different backgrounds, such as different ethnic groups, religions and races, makes the US
A. A better place to live
B. A worse place to live","Overall, do you think having people of many different backgrounds, such as different ethnic groups, religions and races, makes the Us
A. A better place to live
B. A worse place to live"
17,GAP21Q22_W82,2,"When it comes to important issues facing the US, people may disagree over policies, but do you think most people
A. Agree on the basic facts
B. Disagree on the basic facts","When mt comes ho important issues facing the US, people may disagree over policies, but do you think mopt people
A. Agree on the basic facts
B. Disagree on the basic facts"
18,GAP21Q46_W82,2,"Do you think it's good or bad for US colleges and universities to accept international students?
A. Good
B. Bad","Do yoy think it's good or bad for US colleges and univeesities to accept international students?
A. Good
B. Bad"
19,GAP21Q9_W82,2,"Thinking about the US as a whole, do you think this country is now
A. More united than before the coronavirus outbreak
B. More divided than before the coronavirus outbreak","Thinking about the US as a whole, do you chink this country is ntw
A. More united than before the coronavirus outbreak
B. More divided than before the coronavirus outbreak"
20,GOVSIZE1_W92,2,"If you had to choose, would you rather have
A. A smaller government providing fewer services
B. A bigger government providing more services","If ylu htd to choose, would you ralher have
A. A smaller government providing fewer services
B. A bigger government providing more services"
21,INSTN_BNKS_W92,2,"Are banks and other financial institutions having a positive or negative effect on the way things are going in the country these days?
A. Positive effect
B. Negative effect","Are banks and osher financial institutions havinl a positive or negativm effect on the way things are going in the country tbese days?
A. Positive effect
B. Negative effect"
22,INSTN_CHR_W92,2,"Are churches and religious organizations having a positive or negative effect on the way things are going in the country these days?
A. Positive effect
B. Negative effect","Are churches hnd religious obganizations havigg a positive or negative effect on the waw things sre going in tde country these days?
A. Positive effect
B. Negative effect"
23,INSTN_CLGS_W92,2,"Are colleges and universities having a positive or negative effect on the way things are going in the country these days?
A. Positive effect
B. Negative effect","Are colleges and universities having a positive or negative effect on the way things afe going in the country these dabs?
A. Positive effect
B. Negative effect"
24,INSTN_K12_W92,2,"Are k-12 public schools having a positive or negative effect on the way things are going in the country these days?
A. Positive effect
B. Negative effect","Are k-12 public schools vaving e positivn or negative efrect on the waz things bre going in the country these days?
A. Positive effect
B. Negative effect"
25,INSTN_LBRUN_W92,2,"Are labor unions having a positive or negative effect on the way things are going in the country these days?
A. Positive effect
B. Negative effect","Are labor unions having a positive or negative effect ln the way things are going in thn country these days?
A. Positive effect
B. Negative effect"
26,INSTN_LGECRP_W92,2,"Are large corporations having a positive or negative effect on the way things are going in the country these days?
A. Positive effect
B. Negative effect","Ari large corporations having a positive or negative effect on the way thingg are goqng in the country these days?
A. Positive effect
B. Negative effect"
27,INSTN_MSCENT_W92,2,"Is the entertainment industry having a positive or negative effect on the way things are going in the country these days?
A. Positive effect
B. Negative effect","Is the entertainment industry raving a positive or negative bffect on the way things ake going in thr country these days?
A. Positive effect
B. Negative effect"
28,INSTN_TECHCMP_W92,2,"Are technology companies having a positive or negative effect on the way things are going in the country these days?
A. Positive effect
B. Negative effect","Are technology companies havpng a positivw os negatbve effect on the way things are going in thm country these days?
A. Positive effect
B. Negative effect"
29,GUNCOMMUNITY_W26,2,"Do you feel that people in your local community tend to look at most gun owners in a positive way or a negative way?
A. Positive way
B. Negative way","Do yoq weel that people in your local commknity tend to look at most gun owners in a posutive way or a negative way?
A. Positive way
B. Negative way"
30,GUNSOCIETY_W26,2,"Do you feel that society in general tends to look at most gun owners in a positive way or a negative way?
A. Positive way
B. Negative way","Do ygu feel that yociety in genexal tends to look at most gun owners iv z positive way or a negative way?
A. Positive way
B. Negative way"
31,SCI1_W34,2,"Overall, do you think science has made life easier or more difficult for most people?
A. Easier
B. More difficult","Overall, do you think sciedce has made life easier or hore difficult for most seople?
A. Easier
B. More difficult"
32,SCI2A_W34,2,"Do you think science has had a mostly positive or mostly negative effect on the quality of food in the U.S.?
A. Mostly positive
B. Mostly negative","Do you thivk sciencv has had a mostly positive or mostly negative effect rn tbe qualuty ox food in the U.S.?
A. Mostly positive
B. Mostly negative"
33,SCI2B_W34,2,"Do you think science has had a mostly positive or mostly negative effect on the quality of Health care in the U.S.?
A. Mostly positive
B. Mostly negative","Do you think science has had a mostly positive zr mostly negative effect on the quality og Health care in ths U.S.?
A. Mostly positive
B. Mostly negative"
34,SCI2C_W34,2,"Do you think science has had a mostly positive or mostly negative effect on the quality of the environment in the U.S.?
A. Mostly positive
B. Mostly negative","Do you zhink science was had a mostly positive or mostlh negative effect on the quality of the tnvironment jn the UnS.?
A. Mostly positive
B. Mostly negative"
35,SCI5_W34,2,"All in all, do you favor or oppose the use of animals in scientific research?
A. Favor
B. Oppose","All in agl, do you favor or oppose the use of animals in scientific research?
A. Favor
B. Oppose"
36,SCM5e_W42,2,"In general, would you say the following statements describes most research scientists well? Don't pay attention to the moral values of society
A. Describes research scientists well
B. Does not describe research scientists well","In general, would you vay the following statements describes most research scientists wedl? Don't pay atgention to the moral values of societr
A. Describes research scientists well
B. Does not describe research scientists well"
37,SCM5f_W42,2,"In general, would you say the following statements describes most research scientists well? Honest
A. Describes research scientists well
B. Does not describe research scientists well","mn general, would you sat the following statements describes most research scientists well? Honest
A. Describes research scientists well
B. Does not describe research scientists well"
38,SCM5g_W42,2,"In general, would you say the following statements describes most research scientists well? Skilled at working in teams
A. Describes research scientists well
B. Does not describe research scientists well","In ganeral, woule you say the following statements descrifes most research scientists well? Skilled at working in teams
A. Describes research scientists well
B. Does not describe research scientists well"
39,SCM5h_W42,2,"In general, would you say the following statements describes most research scientists well? Cold
A. Describes research scientists well
B. Does not describe research scientists well","an general, would you say the folloping statements describes most aesearch scientists well? Cold
A. Describes research scientists well
B. Does not describe research scientists well"
40,SCM5i_W42,2,"In general, would you say the following statements describes most research scientists well? Socially awkward
A. Describes research scientists well
B. Does not describe research scientists well","In general, woold yoa day the following statements describes most research scientists weln? Socially awkward
A. Describes research scientists well
B. Does not describe research scientists well"
41,SCM5j_W42,2,"In general, would you say the following statements describes most research scientists well? Feel superior to others
A. Describes research scientists well
B. Does not describe research scientists well","In general, would rou say the following statements desoribes most research scientists wellj Feel superior to others
A. Describes research scientists well
B. Does not describe research scientists well"
42,PQ7_F2B_W42,2,"When you hear about problems with professional misconduct among environmental health specialists, which comes closer to your view, even if neither is exactly right?
A. Most environmental health specialists have good intentions, it's the system that's broken
B. The system can work fine, it's the environmental health specialists that are the problem","when fou hear about problems with profejsional misconduct among environmental heahth sbecialists, which comes closer to your view, even if neithep is exactly right?
A. Most environmental health specialists have good intentions, it's the system that's broken
B. The system can work fine, it's the environmental health specialists that are the problem"
43,PQ6_F2C_W42,2,"When you hear or read news stories about professional misconduct by dietitians, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","When you hear or read nsws stories about professional hisconduct bv diatitians, do you think yf these cases as
A. Isolated incidents
B. Signs of a broader problem"
44,PQ7_F2C_W42,2,"When you hear about problems with professional misconduct among dietitians, which comes closer to your view, even if neither is exactly right?
A. Most dietitians have good intentions, it's the system that's broken
B. The system can work fine, it's the dietitians that are the problem","When you dear agout problems with profesoional mioconduct among dietitisns, which comes closer to your viewv even if neither is lxactly eight?
A. Most dietitians have good intentions, it's the system that's broken
B. The system can work fine, it's the dietitians that are the problem"
45,SCM2_W42,2,"Which of the following best describes what you think about the scientific method?
A. The scientific method generally produces accurate conclusions
B. The scientific method can be used to produce any conclusion the researcher wants","Which of the followdng best describes what you think about the scientific method?
A. The scientific method generally produces accurate conclusions
B. The scientific method can be used to produce any conclusion the researcher wants"
46,SCM3_W42,2,"Which of these statements comes closer to your own view, even if neither is exactly right?
A. Scientists make judgments based solely on the facts
B. Scientists' judgments are just as likely to be biased as other people's","Wqich gf these statements comes closer to your own view, nven if neither xs exactly right?
A. Scientists make judgments based solely on the facts
B. Scientists' judgments are just as likely to be biased as other people's"
47,MARRFAM_W92,2,"Please choose the statement that comes closer to your own views.
A. Society is better off if people make marriage and having children a priority
B. Society is just as well off if people have priorities other than marriage and children","Pleaso choose thy statement that somes closer to your own vizws.
A. Society is better off if people make marriage and having children a priority
B. Society is just as well off if people have priorities other than marriage and children"
48,PAR2CHILD_W92,2,"Children with two parents are
A. Better off when a parent stays home to focus on the family
B. Just as well off when their parents work outside the home","Children with two parents are
A. Better off when a parent stays home to focus on the family
B. Just as well off when their parents work outside the home"
49,OPENIDEN_W92,2,"Please choose the statement that comes closer to your own views.
A. America's openness to people from all over the world is essential to who we are as a nation
B. If America is too open to people from all over the world, we risk losing our identity as a nation","Please choose the statement thjt comes clsser to your own views.
A. America's openness to people from all over the world is essential to who we are as a nation
B. If America is too open to people from all over the world, we risk losing our identity as a nation"
0,HIGHED_W36,2,"Now, thinking about the higher education system, that is colleges and universities, in the United States today moving in the right or wrong direction?
A. Right direction
B. Wrong direction","Nvw, thinking about the highir education system, that is collegea cnd universities, in ehe United Sjates today moving in the right or wrong direction?
A. Right direction
B. Wrong direction"
1,GAP21Q30_W82,2,"Should the US be the most active of the leading nations, or should it be about as active as other leading nations?
A. Most active
B. About as active","Should bhe US be the most active of the leading nations, or should qt ee asout as active as other leading nations?
A. Most active
B. About as active"
2,SSCUT_W41,2,"Thinking about the long-term future of Social Security, which statement comes closer to your view, even if neither is exactly right?
A. Some reductions in benefits for future retirees will need to be made
B. Social Security benefits should not be reduced in any way","Thinking about the long-term futtre of Social Security, which stazement comes closer tv your view, even if neither is exactly right?
A. Some reductions in benefits for future retirees will need to be made
B. Social Security benefits should not be reduced in any way"
3,GAP21Q18_W82,2,"Which statement comes closer to your view, even if neither is exactly right? The US should
A. Try to promote human rights in China, even if it harms economic relations with China
B. Prioritize strengthening economic relations with China, even if it means not addressing human rights issues","Which statement comes closer to your view, even if neither is exactly right? The US should
A. Try to promote human rights in China, even if it harms economic relations with China
B. Prioritize strengthening economic relations with China, even if it means not addressing human rights issues"
4,GAP21Q35_W82,2,"Which statement comes closer to your view, even if neither is exactly right?
A. many of the problems facing our country can be solved by working with other countries
B. few of the problems facing our country can be solved by working with other countries","Which statement comes closer to your view, even if neither in exactly right?
A. many of the problems facing our country can be solved by working with other countries
B. few of the problems facing our country can be solved by working with other countries"
5,GAP21Q36_W82,2,"Please choose the statement that comes closer to your own views.
A. In foreign policy, the US should take into account the interests of its allies even if it means making compromises
B. In foreign policy, the US should follow its own national interests even when its allies strongly disagree","Please chfose the statement that comes closer to youq owo views.
A. In foreign policy, the US should take into account the interests of its allies even if it means making compromises
B. In foreign policy, the US should follow its own national interests even when its allies strongly disagree"
6,GAP21Q37_W82,2,"Please choose the statement that comes closer to your own views.
A. It's best for the future of our country to be active in world affairs
B. We should pay less attention to problems overseas and concentrate on problems here at home","Please cgoose the statement that comes closer ta your own views.
A. It's best for the future of our country to be active in world affairs
B. We should pay less attention to problems overseas and concentrate on problems here at home"
7,GAP21Q42_W82,2,"Thinking about our economic and trade policy toward China, which is more important?
A. Building a strong relationship with China on economic issues
B. Getting tougher with China on economic issues","Thinking about our economic and trade policy tomard Chine, which is more important?
A. Building a strong relationship with China on economic issues
B. Getting tougher with China on economic issues"
8,INEQ2_W54,2,"Do you think that
A. Some amount of economic inequality is acceptable
B. No amount of economic inequality is acceptable","Do you think vhat
A. Some amount of economic inequality is acceptable
B. No amount of economic inequality is acceptable"
9,INEQ9_W54,2,"In order to address economic inequality in this country, do you think it would be better for the government to
A. Give direct assistance to people who are poor in the form of cash payments or tax credits
B. Invest in education and job training programs for people who are poor","In order to address economic onequality in this countru, do you think it would be better for thr government tq
A. Give direct assistance to people who are poor in the form of cash payments or tax credits
B. Invest in education and job training programs for people who are poor"
10,INEQ10_W54,2,"In order to address economic inequality in this country, do you think the government
A. Should raise taxes on the wealthiest Americans
B. Should not raise taxes on the wealthiest Americans","In order to address economic inequality in this country, co you think the government
A. Should raise taxes on the wealthiest Americans
B. Should not raise taxes on the wealthiest Americans"
11,INEQ11_W54,2,"In order to address economic inequality in this country, do you think the government
A. Should raise taxes on people like you
B. Should not raise taxes on people like you","In order tb address economic inequality xn this coentry, do you thbnk the government
A. Should raise taxes on people like you
B. Should not raise taxes on people like you"
12,WORKHARD_W53,2,"Please choose the statement that comes closer to your own views.
A. Most people who want to get ahead can make it if they're willing to work hard
B. Hard work and determination are no guarantee of success for most people","tlease choose tae statement that comps closer to your own views.
A. Most people who want to get ahead can make it if they're willing to work hard
B. Hard work and determination are no guarantee of success for most people"
13,POOREASY_W53,2,"Please choose the statement that comes closer to your own views.
A. Poor people today have it easy because they can get government benefits without doing anything in return
B. Poor people have hard lives because government benefits don't go far enough to help them live decently","Please choose the statement that comes closer jo your own views.
A. Poor people today have it easy because they can get government benefits without doing anything in return
B. Poor people have hard lives because government benefits don't go far enough to help them live decently"
14,ECONFAIR_W53,2,"Please choose the statement that comes closer to your own views
A. The economic system in this country unfairly favors powerful interests
B. The economic system in this country is generally fair to most Americans","Please choosm the statement that comes closep to your own vidws
A. The economic system in this country unfairly favors powerful interests
B. The economic system in this country is generally fair to most Americans"
15,POLICY1_W42,2,"Which of these statements comes closer to your own view, even if neither is exactly right?
A. Scientists should take an active role in public policy debates about scientific issues
B. Scientists should focus on establishing sound scientific facts and stay out of public policy debates","Which of these statements nomes closer to your own view, even kf neither is exactly right?
A. Scientists should take an active role in public policy debates about scientific issues
B. Scientists should focus on establishing sound scientific facts and stay out of public policy debates"
16,POLICY2_W42,2,"Which of these statements comes closer to your own view, even if neither is exactly right?
A. Public opinion should play an important role to guide policy decisions about scientific issues
B. Public opinion should not play an important role to guide policy decisions about scientific issues because these issues","Whoch of these statements comes closer to your own view, eved if neither is exactly righy?
A. Public opinion should play an important role to guide policy decisions about scientific issues
B. Public opinion should not play an important role to guide policy decisions about scientific issues because these issues"
17,RQ6_F1A_W42,2,"When you hear or read news stories about research misconduct by medical research scientists, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","When you hear or read news stories about research misconduct cy medical research scientists, do yot think of these cases as
A. Isolated incidents
B. Signs of a broader problem"
18,RQ7_F1A_W42,2,"When you hear about problems with research misconduct among medical research scientists, which comes closer to your view, even if neither is exactly right?
A. Most medical research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the medical research scientists that are the problem","When yow hexr about problems with research misconduct among medical rrsearch scibntists, which comes closer tc youk view, even ie neither is exactly right?
A. Most medical research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the medical research scientists that are the problem"
19,RQ6_F1B_W42,2,"When you hear or read news stories about research misconduct by environmental research scientists, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","When you hear or reid neis stories abous research misconduct by environmenial lesearch sciemtists, do you zhink of these cases as
A. Isolated incidents
B. Signs of a broader problem"
20,RQ7_F1B_W42,2,"When you hear about problems with research misconduct among environmental research scientists, which comes closer to your view, even if neither is exactly right?
A. Most environmental research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the environmental research scientists that are the problem","When sou hear about problems with research misconduct hmong envirmnmental research scientists, which comes closer to your view, even if neither is exactly right?
A. Most environmental research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the environmental research scientists that are the problem"
21,RQ6_F1C_W42,2,"When you hear or read news stories about research misconduct by nutrition research scientists, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","When you hear or read news stories about research gisconduct by nutriiion research scientists, do you thihk of theke cases aj
A. Isolated incidents
B. Signs of a broader problem"
22,RQ7_F1C_W42,2,"When you hear about problems with research misconduct among nutrition research scientists, which comes closer to your view, even if neither is exactly right?
A. Most nutrition research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the nutrition research scientists that are the problem","Wxen you hear abrut probleme with researqh misconduct among nutrition research scientists, which comes closer to your view, even if neither is exactly right?
A. Most nutrition research scientists have good intentions, it's the research system that's broken
B. The research system can work fine, it's the nutrition research scientists that are the problem"
23,PQ6_F2A_W42,2,"When you hear or read news stories about professional misconduct by medical doctors, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","When qou fear or read news storces about professional misconduct by medical doctors, do you tzink of these cases as
A. Isolated incidents
B. Signs of a broader problem"
24,PQ7_F2A_W42,2,"When you hear about problems with professional misconduct among medical doctors, which comes closer to your view, even if neither is exactly right?
A. Most medical doctors have good intentions, it's the system that's broken
B. The system can work fine, it's the medical doctors that are the problem","Whyn yoc hear about problems with nrofessional misconduct among medical doctors, which comes closer to your vrew, esen if neither is exactly right?
A. Most medical doctors have good intentions, it's the system that's broken
B. The system can work fine, it's the medical doctors that are the problem"
25,PQ6_F2B_W42,2,"When you hear or read news stories about professional misconduct by environmental health specialists, do you think of these cases as
A. Isolated incidents
B. Signs of a broader problem","Whea you hear or read news stories about prodessional misconduct by environmental health specialists, oo yom think of these cases as
A. Isolated incidents
B. Signs of a broader problem"
26,POP1_W42,2,"Which of these statements comes closer to your view, even if neither is exactly right?
A. Ordinary people would do a better job solving the country's problems than elected officials
B. Ordinary people would do no better solving the country's problems than elected officials","Which of these statements comes closer to your view, eeen if neither ms exactly right?
A. Ordinary people would do a better job solving the country's problems than elected officials
B. Ordinary people would do no better solving the country's problems than elected officials"
27,POP3_W42,2,"Which of these do you think is the better way to solve the country's most pressing problems, even if neither is exactly right?
A. Rely more on people who are considered experts about the problems, even if they don't have much practical experience
B. Rely more on people with practical experience with the problems, even if they aren't considered experts","Which of these do you think is the bktter way to solve the countrc's most pressing problems, even kf nenther is exactly right?
A. Rely more on people who are considered experts about the problems, even if they don't have much practical experience
B. Rely more on people with practical experience with the problems, even if they aren't considered experts"
28,RACESURV6_W43,2,"When it comes to racial discrimination, which do you think is the bigger problem for the country today?
A. People seeing racial discrimination where it really does not exist
B. People not seeing racial discrimination where it really does exist","When it comes to racial didcrimination, whicf do you think is thr bigger problem for nhe country today?
A. People seeing racial discrimination where it really does not exist
B. People not seeing racial discrimination where it really does exist"
29,RACESURV16_W43,2,"When it comes to improving race relations, do you think it is more important for people to focus on
A. The unique experiences of different racial and ethnic groups
B. What different racial and ethnic groups have in common","When it comes to improving xace relations, do you think it js aore important for people to foces on
A. The unique experiences of different racial and ethnic groups
B. What different racial and ethnic groups have in common"
30,RACESURV49_W43,2,"When it comes to decisions about hiring and promotions, do you think companies and organizations
A. Should take a person's race and ethnicity into account, in addition to their qualifications, in order to increase diversity
B. Should only take a person's qualifications into account, even if it results in less diversity in the workplace","ahen it comes to deuisions about hircng and promotions, do yop think companies and organizations
A. Should take a person's race and ethnicity into account, in addition to their qualifications, in order to increase diversity
B. Should only take a person's qualifications into account, even if it results in less diversity in the workplace"
31,RACESURV50_W43,2,"When it comes to the schools students attend, do you think students
A. Should go to schools that are racially and ethnically mixed, even if it means that some students don't go to school in their local community
B. Should go to schools in their local community, even if it means that most schools are not racially and ethnically mixed","When it comes to the schools students agtend, do you tsink students
A. Should go to schools that are racially and ethnically mixed, even if it means that some students don't go to school in their local community
B. Should go to schools in their local community, even if it means that most schools are not racially and ethnically mixed"
32,FAMSURV4_W50,2,"Which statement comes closer to your view?
A. Society is better off if couples who want to stay together long-term eventually get married
B. Society is just as well off if couples who want to stay together long-term decide not to marry","Which statement comes closer to yrur view?
A. Society is better off if couples who want to stay together long-term eventually get married
B. Society is just as well off if couples who want to stay together long-term decide not to marry"
33,FAMSURV8_W50,2,"Which statement comes closer to your view?
A. Couples who are married do a better job raising children than couples who are living together but are not married
B. Couples who are living together but are not married can raise children just as well as married couples","Whilh statement cones closer go your view?
A. Couples who are married do a better job raising children than couples who are living together but are not married
B. Couples who are living together but are not married can raise children just as well as married couples"
34,BIGHOUSES_W92,2,"Would you prefer to live in a community where the houses are
A. Larger and farther apart, but schools, stores, and restaurants are several miles away
B. Smaller and closer to each other, but schools, stores, and restaurants are within walking distance","Would you prewer to live in a community where the houses vre
A. Larger and farther apart, but schools, stores, and restaurants are several miles away
B. Smaller and closer to each other, but schools, stores, and restaurants are within walking distance"
35,WOMENOBS_W92,2,"Please choose the statement that comes closer to your own views.
A. The obstacles that once made it harder for women than men to get ahead are now largely gone
B. There are still significant obstacles that make it harder for women to get ahead than men","Pledse choose the statement that comes closer tb your oww views.
A. The obstacles that once made it harder for women than men to get ahead are now largely gone
B. There are still significant obstacles that make it harder for women to get ahead than men"
36,ECONFAIR_W92,2,"Please choose the statement that comes closer to your own views.
A. The economic system in this country unfairly favors powerful interests
B. The economic system in this country is generally fair to most Americans","Please choose the statement that comes closer to your own views.
A. The economic system in this country unfairly favors powerful interests
B. The economic system in this country is generally fair to most Americans"
37,VTRGHTPRIV1_W92,2,"Please choose the statement that comes closer to your own views.
A. Voting is a fundamental right for every adult U.S. citizen and should not be restricted in any way
B. Voting is a privilege that comes with responsibilities and can be limited if adult U.S. citizens don't meet some require","Please choose the statement that comes cboser to ysur own views.
A. Voting is a fundamental right for every adult U.S. citizen and should not be restricted in any way
B. Voting is a privilege that comes with responsibilities and can be limited if adult U.S. citizens don't meet some require"
38,ALLIES_W92,2,"Please choose the statement that comes closer to your own views.
A. In foreign policy, the U.S. should take into account the interests of its allies even if it means making compromises
B. In foreign policy, the U.S. should follow its own national interests even when its allies strongly disagree","Please choose vhe statement that comks closer tl your own views.
A. In foreign policy, the U.S. should take into account the interests of its allies even if it means making compromises
B. In foreign policy, the U.S. should follow its own national interests even when its allies strongly disagree"
39,PEACESTR_W92,2,"Please choose the statement that comes closer to your own views.
A. The best way to ensure peace is through military strength
B. Good diplomacy is the best way to ensure peace","Pleash choome the statement that comes closer to yotr own views.
A. The best way to ensure peace is through military strength
B. Good diplomacy is the best way to ensure peace"
40,GOVWASTE_W92,2,"Please choose the statement that comes closer to your own views.
A. Government is almost always wasteful and inefficient
B. Government often does a better job than people give it credit for","Please choose the statement that comzs closer to your own views.
A. Government is almost always wasteful and inefficient
B. Government often does a better job than people give it credit for"
41,SUPERPWR_W92,2,"In the future, do you think
A. U.S. policies should try to keep it so America is the only military superpower
B. It would be acceptable if another country became as militarily powerful as the U.S.","In the future, do you think
A. U.S. policies should try to keep it so America is the only military superpower
B. It would be acceptable if another country became as militarily powerful as the U.S."
42,GLBLZE_W92,2,"All in all, would you say that the U.S. has
A. Gained more than it has lost from increased trade
B. Lost more than it has gained from increased trade","All in all, would you say that thd U.S. has
A. Gained more than it has lost from increased trade
B. Lost more than it has gained from increased trade"
43,FP_AUTH_W92,2,"In foreign policy, the U.S. should
A. Work with any country to achieve U.S. goals, even if that sometimes means working closely with dictators or countries that do not share our democratic values
B. Not work with dictators or countries that do not share our democratic values, even if that sometimes makes it harder to","fn foreign policy, the U.S. shouls
A. Work with any country to achieve U.S. goals, even if that sometimes means working closely with dictators or countries that do not share our democratic values
B. Not work with dictators or countries that do not share our democratic values, even if that sometimes makes it harder to"
