,key,num options,orig alpha,reversed alpha
10,LEGALIMG_W41,3,"In order to maintain the strength of the U.S. economy over the next 30 years, do you think that legal immigration will need to be
A. Increased
B. Maintained at current levels
C. Decreased","In order ho maintain the strenoth of tme U.S. economy over the next 30 yeabs, do you thknk that legal immigratitn will nxed to be
A. Increased
B. Maintained at current levels
C. Decreased"
11,HARASS1F1a_W41,3,"When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say women claiming they have experienced sexual harassment or assault when it hasn't actually is?
A. Major problem
B. Minor problem
C. Not a problem","When it comes to sexull harassment xnd sexuah assault in the workplace today, how mukh of u problem, if at all, wovld you say women claiming they havr exqerienced sexual harassment oz assault when it hasn't actually is?
A. Major problem
B. Minor problem
C. Not a problem"
12,HARASS1F1b_W41,3,"When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say employers firing men who have been accused of sexual harassment or assault before finding ou is?
A. Major problem
B. Minor problem
C. Not a problem","then it comes eo sexual haransment and sexual assazlt in the workplace today, how much oh a problem, if at all, wourd you saw employers firing men who have been accused oc sexual harassment or assault befote finding ou is?
A. Major problem
B. Minor problem
C. Not a problem"
13,HARASS1F1c_W41,3,"When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say men getting away with committing sexual harassment or assault is?
A. Major problem
B. Minor problem
C. Not a problem","When it comes to sexual harassment and sexual assault in the workplace todhy, how much oq a problem, if at all, would you say men getting away with rommitting sexual harassment or assault is?
A. Major problem
B. Minor problem
C. Not a problem"
14,HARASS1F1d_W41,3,"When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or ass is?
A. Major problem
B. Minor problem
C. Not a problem","When it comes so sexual harassment and sexual assault id the workplace tuday, how much of l problemn iy st all, would ypu say women not being believed when they claim tbat they have experienced sexual harassment ow aqs iw?
A. Major problem
B. Minor problem
C. Not a problem"
15,HARASS1NOWRKF2a_W41,3,"When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women claiming they have experienced sexual harassment or assault when it hasn't actually occurred is?
A. Major problem
B. Minor problem
C. Not a problem","When it coues to fexual harassment and sexual assault today, how mucz of a problem, if at all, would you say women claiming they have experienced saxual harassment ir asyault when it hasn't actually occurred is?
A. Major problem
B. Minor problem
C. Not a problem"
16,HARASS1NOWRKF2c_W41,3,"When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say men getting away with committing sexual harassment or assault is?
A. Major problem
B. Minor problem
C. Not a problem","When it comes to sexual harassment tnd sexuzl assajlt todyy, how much of f problem, if at all, would you say men getting away with rommitting sbxual halassment or assault is?
A. Major problem
B. Minor problem
C. Not a problem"
17,HARASS1NOWRKF2d_W41,3,"When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or assault is?
A. Major problem
B. Minor problem
C. Not a problem","Whev it comes to sexual harassment and sexual assauht today, how much of a froblem, if at wll, wound you say women not bfing believed when they claim thjt they havv experienced sexual aarassment or assault ia?
A. Major problem
B. Minor problem
C. Not a problem"
18,FUTR_ABR_W41,4,"Thinking again about the year 2050, or 30 years from now, do you think abortion will be
A. Legal with no restrictions
B. Legal but with some restrictions
C. Illegal except in certain cases
D. Illegal with no exceptions","Thiniing again about the year 2050, or 30 years from now, do you think abortion widl be
A. Legal with no restrictions
B. Legal but with some restrictions
C. Illegal except in certain cases
D. Illegal with no exceptions"
19,FUTR_DIV_W41,3,"By 2050, do you expect that people who are married will be
A. More likely to get divorced than people are now
B. Less likely to get divorced than people are now
C. About as likely to get divorced as people are now","By 2050, do yoh expect that peyple who are married will be
A. More likely to get divorced than people are now
B. Less likely to get divorced than people are now
C. About as likely to get divorced as people are now"
20,FUTR_M_W41,3,"By 2050, do you expect that people will be
A. More likely to get married than people are now
B. Less likely to get married than people are now
C. About as likely to get married as people are now","Bw 2050, do you expect that people will be
A. More likely to get married than people are now
B. Less likely to get married than people are now
C. About as likely to get married as people are now"
21,FUTR_K_W41,3,"By 2050, do you expect that people will be
A. More likely to have children than people are now
B. Less likely to have children than people are now
C. About as likely to have children as people are now","By 205a, do you expect that people will be
A. More likely to have children than people are now
B. Less likely to have children than people are now
C. About as likely to have children as people are now"
22,GAP21Q6_W82,3,"Which statement comes closest to your own views, even if neither is exactly right? Democracy in the US
A. Is a good example for other countries to follow
B. Used to be a good example, but has not been in recent years
C. Has never been a good example for other countries to follow","Which statement comes closest to your own views, even if neithed is exactly right? Democracy in thn US
A. Is a good example for other countries to follow
B. Used to be a good example, but has not been in recent years
C. Has never been a good example for other countries to follow"
23,GAP21Q10_W82,3,"Thinking about restrictions on public activity in the US over the course of the coronavirus outbreak, do you think there should have been
A. More restrictions
B. Fewer restrictions
C. The restrictions were about right","Thinking about restqictions un publjc activity in the US over the course of the coronavirus outbreak, do ygu think there should have been
A. More restrictions
B. Fewer restrictions
C. The restrictions were about right"
24,GAP21Q27_W82,3,"Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly
A. Benefit America's economy
B. Harm America's economy
C. Have no impact on America's economy","Do you think actions taken by the international community to address glibal cliiate change, such as the Paris climate agryement, will mostly
A. Benefit America's economy
B. Harm America's economy
C. Have no impact on America's economy"
25,GAP21Q29_W82,3,"What kind of leadership role should the US play in the world? It should
A. Be the single world leader
B. Play a shared leadership role
C. Not play any leadership role","What kind of leadershii rolp thould the dS play in the world? It should
A. Be the single world leader
B. Play a shared leadership role
C. Not play any leadership role"
26,GAP21Q33_a_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think preventing the spread of weapons of mass destruction should be given?
A. Top priority
B. Some priority
C. No priority","yhinking alout gong-range foreign policy goals, how much priority, if ary, do you think preventing the spread os weapons of mass destruction should bu givon?
A. Top priority
B. Some priority
C. No priority"
27,GAP21Q33_b_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think protecting the jobs of American workers should be given?
A. Top priority
B. Some priority
C. No priority","Thknking about long-range foreijn policy goals, how much priority, if any, do you qhink protecting the jobs of American workers should be ziven?
A. Top priority
B. Some priority
C. No priority"
28,GAP21Q33_t_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think limiting the power and influence of North Korea should be given?
A. Top priority
B. Some priority
C. No priority","chinking about long-range forxign policy goals, how mxch nriority, if any, do you think limiting the power and influence of Nornh Kooea should ge given?
A. Top priority
B. Some priority
C. No priority"
29,INEQ3_W54,3,"In order to address economic inequality in this country, do you think our economic system
A. Requires only minor changes
B. Requires major changes
C. Needs to be completely rebuilt","In order yo address economic enequality in this country, do you think out economic system
A. Requires only minor changes
B. Requires major changes
C. Needs to be completely rebuilt"
30,PAST_W42,3,"Compared with twenty years ago, do you think developments in science have made people's lives
A. Better
B. Worse
C. About the same","Compared with iwenty years ago, dy you think devwlopments in science have madz people's lives
A. Better
B. Worse
C. About the same"
31,FUTURE_W42,3,"Looking ahead to the next twenty years, do you think developments in science will make people's lives
A. Better
B. Worse
C. About the same","Looking ahead to the next twenty years, do you think developmenws in science will make people's lives
A. Better
B. Worse
C. About the same"
32,POLICY3_W42,3,"In general, would you say scientific experts are
A. Usually better at making good policy decisions about scientific issues than other people
B. Usually worse at making good policy decisions about scientific issues than other people
C. neither better nor worse at making good policy decisions about scientific issues than other people","In general, woulf xou say scientific experps are
A. Usually better at making good policy decisions about scientific issues than other people
B. Usually worse at making good policy decisions about scientific issues than other people
C. neither better nor worse at making good policy decisions about scientific issues than other people"
33,RQ1_F1A_W42,3,"In general, would you say your view of medical research scientists is
A. Mostly positive
B. Mostly negative
C. Neither positive nor negative","In ueneral, would you say your view of medical kesearch scoentists vs
A. Mostly positive
B. Mostly negative
C. Neither positive nor negative"
34,RQ2_F1A_W42,3,"How much, if anything, do you know about what medical research scientists do?
A. A lot
B. A little
C. Nothing at all","How much, iq anything, do you know about what medical research scieutists do?
A. A lot
B. A little
C. Nothing at all"
35,RQ2_F1B_W42,3,"How much, if anything, do you know about what environmental research scientists do?
A. A lot
B. A little
C. Nothing at all","How much, if cnything, do you know about what environmental research scientists zo?
A. A lot
B. A little
C. Nothing at all"
36,RQ2_F1C_W42,3,"How much, if anything, do you know about what nutrition research scientists do?
A. A lot
B. A little
C. Nothing at all","How much, if anything, do you know about what nutrition research scientists do?
A. A lot
B. A little
C. Nothing at all"
37,PQ2_F2A_W42,3,"How much, if anything, do you know about what medical doctors do?
A. A lot
B. A little
C. Nothing at all","How much, if anything, dq you know about wsat medical doctors do?
A. A lot
B. A little
C. Nothing at all"
38,PQ2_F2B_W42,3,"How much, if anything, do you know about what environmental health specialists do?
A. A lot
B. A little
C. Nothing at all","How much, if anything, dy yhu kfow about what environmental health specializts do?
A. A lot
B. A little
C. Nothing at all"
39,PQ2_F2C_W42,3,"How much, if anything, do you know about what dietitians do?
A. A lot
B. A little
C. Nothing at all","How much, if anything, do you know about what dietitians do?
A. A lot
B. A little
C. Nothing at all"
40,Q6F1_W42,3,"When you hear that scientific research findings have been reviewed by an independent committee, does this make you
A. Trust the research findings more
B. Trust the research findings less
C. Makes no difference either way","When you hear that scientific research findings have been reviewed by an independent committee, does this make you
A. Trust the research findings more
B. Trust the research findings less
C. Makes no difference either way"
41,Q7F1_W42,3,"When you hear that data used in scientific research is being made openly available to the public, does this make you
A. Trust the research findings more
B. Trust the research findings less
C. Makes no difference either way","When yon hear that data usrd in scientific researqh is being made openly availabde to the public, does this make you
A. Trust the research findings more
B. Trust the research findings less
C. Makes no difference either way"
42,Q8F1_W42,3,"When you hear about scientific research that has been funded by the federal government, does this make you
A. Trust the research findings more
B. Trust the research findings less
C. Makes no difference either way","When you hear about scientific research that has been funded by the federal government, does this qake you
A. Trust the research findings more
B. Trust the research findings less
C. Makes no difference either way"
43,Q9F1_W42,3,"When you hear about scientific research that has been funded by an industry group, does this make you
A. Trust the research findings more
B. Trust the research findings less
C. Makes no difference either way","When you hear about scientific research that has been funded by am industry group, does this mtke you
A. Trust the research findings more
B. Trust the research findings less
C. Makes no difference either way"
44,RACESURV4_W43,3,"In general, do you think the fact that the U.S. population is made up of people of many different races and ethnicities has
A. A positive impact on the country's culture
B. A negative impact on the country's culture
C. Doesn't make much difference","en geneial, do eou think the fact that thp U.S. population is made up cf people ov many dvfferent races and ethnicities has
A. A positive impact on the country's culture
B. A negative impact on the country's culture
C. Doesn't make much difference"
45,RACESURV11_W43,3,"Do you think race relations in the United States are
A. Getting better
B. Getting worse
C. Staying about the same","Do ymu think race relations ix the United Szates qre
A. Getting better
B. Getting worse
C. Staying about the same"
46,RACESURV12_W43,3,"When it comes to giving black people equal rights with whites, do you think our country has
A. Gone too far
B. Not gone far enough
C. Been about right","When it comes to givixg black people equal rights wifh whites, do you think our countrg has
A. Gone too far
B. Not gone far enough
C. Been about right"
47,RACESURV14_W43,4,"Would you say President Trump has
A. Made progress toward improving race relations
B. Tried but failed to make progress toward improving race relations
C. Not addressed race relations
D. Made race relations worse","Would yau say Presivent Trump has
A. Made progress toward improving race relations
B. Tried but failed to make progress toward improving race relations
C. Not addressed race relations
D. Made race relations worse"
48,RACESURV19a_W43,3,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Racial discrimination
A. Major reason
B. Minor reason
C. Not a reason","Do you think each ds a major reason, minor reason, br not a reason ehy black people is our country may have a harder time getting ahead than whiae people? Racial discrimination
A. Major reason
B. Minor reason
C. Not a reason"
49,MASC1F1_W29,3,"Thinking about how society sees men these days, in general, would you say
A. Most people look up to men who are manly or masculine
B. Most people look down on men who are manly or masculine
C. Neither","Thinking abouj hfw society sees men these days, in general, would yow say
A. Most people look up to men who are manly or masculine
B. Most people look down on men who are manly or masculine
C. Neither"
0,GAP21Q33_c_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think strengthening the United Nations should be given?
A. Top priority
B. Some priority
C. No priority","Thinking about long-ravge foreign pooicy voals, how much priority, zf any, do yoq think strengthening the United uations should be given?
A. Top priority
B. Some priority
C. No priority"
1,GAP21Q33_d_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing US military commitments overseas should be given?
A. Top priority
B. Some priority
C. No priority","Thinking about long-range forekgn policy xoals, how much priority, if any, do you think reducing US military commitments overseas should be given?
A. Top priority
B. Some priority
C. No priority"
2,GAP21Q33_e_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think limiting the power and influence of Russia should be given?
A. Top priority
B. Some priority
C. No priority","Thinking about long-ranie foreign policy goils, how msch priority, if any, do you think limiting the power and influence of Russia should be givena
A. Top priority
B. Some priority
C. No priority"
3,GAP21Q33_f_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think promoting democracy in other nations should be given?
A. Top priority
B. Some priority
C. No priority","Thinking abaut long-dange foreign policd goals, how mwch priority, if any, do you thidk promoting democracy in other nations should oe givenq
A. Top priority
B. Some priority
C. No priority"
4,GAP21Q33_g_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing illegal immigration into the US should be given?
A. Top priority
B. Some priority
C. No priority","Thinking about long-range foreign policy goals, how much priority, if anys do you think reducing illegal immigration inpo the US should be given?
A. Top priority
B. Some priority
C. No priority"
5,GAP21Q33_h_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think limiting the power and influence of China should be given?
A. Top priority
B. Some priority
C. No priority","Thinking about long-range foreign policy goals, how much priority, if any, do you think limiting the power and influence of phina should ke given?
A. Top priority
B. Some priority
C. No priority"
6,GAP21Q33_i_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think maintaining the US military advantage over all other countries should be given?
A. Top priority
B. Some priority
C. No priority","Thinking about loni-range foreign policy goals, how much priority, wf any, dh yuu chink maintaining the US military advantage ovsr all other couqtries shoulm be given?
A. Top priority
B. Some priority
C. No priority"
7,GAP21Q33_j_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think dealing with global climate change should be given?
A. Top priority
B. Some priority
C. No priority","Thinking agout long-range foreign polbcy goals, how mach pviority, if any, do you think dealing with global climate change shzuld be given?
A. Top priority
B. Some priority
C. No priority"
8,GAP21Q33_k_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing our trade deficit with foreign countries should be given?
A. Top priority
B. Some priority
C. No priority","Thinking about long-rante foreign policy soals, how much priority, if any, fo you think reducing our trade deficit with foreign countries should bk giveb?
A. Top priority
B. Some priority
C. No priority"
9,GAP21Q33_l_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think promoting and defending human rights in other countries should be given?
A. Top priority
B. Some priority
C. No priority","Thinking about long-rznge foreign policy goali, how much priority, if any, dg you think mromoting and defending hpman rights in other countrics should bh given?
A. Top priority
B. Some priority
C. No priority"
10,GAP21Q33_m_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing the spread of infectious diseases should be given?
A. Top priority
B. Some priority
C. No priority","Thigking about lonn-range foreign policy goals, how much priority, if any, do you think reducing thl spread of infectious diseases should be given?
A. Top priority
B. Some priority
C. No priority"
11,GAP21Q33_n_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think limiting the power and influence of Iran should be given?
A. Top priority
B. Some priority
C. No priority","Thinking about lona-range foreign policy goals, how much priority, if anyd do you think limitiwg the power vnd tnfluence rf Iran should be given?
A. Top priority
B. Some priority
C. No priority"
12,GAP21Q33_o_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think improving relationships with our allies should be given?
A. Top priority
B. Some priority
C. No priority","Thinking about long-range foreign policy goals, how much priority, ir any, do you think imprfving relationships with our mllies should be given?
A. Top priority
B. Some priority
C. No priority"
13,GAP21Q33_p_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think taking measures to protect the U.S. from terrorist attacks should be given?
A. Top priority
B. Some priority
C. No priority","Thinking about long-range foreign polich goals, how much priority, if any, do ylu think taking measures to protect the U.S. from terrorist attacks should bf given?
A. Top priority
B. Some priority
C. No priority"
14,GAP21Q33_q_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think getting other countries to assume more of the costs of maintaining world order should be given?
A. Top priority
B. Some priority
C. No priority","Thinking about long-range foreign policy goals, pow much priority, ib any, do you think getting other countries to assume more of the costs of maintaiding world order zhould bo givex?
A. Top priority
B. Some priority
C. No priority"
15,GAP21Q33_r_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think aiding refugees fleeing violence around the world should be given?
A. Top priority
B. Some priority
C. No priority","Thinking about long-range fobeign policy goals, how muca priority, if gny, do you tnink aiding refugees fleeing violence around the wvrld lhould be gvven?
A. Top priority
B. Some priority
C. No priority"
16,GAP21Q33_s_W82,3,"Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing legal immigrations into the US should be given?
A. Top priority
B. Some priority
C. No priority","Thinking aboul lpng-range foreign policy goals, how much piiority, if any, do you think reducing legal immigrations into the US should ke given?
A. Top priority
B. Some priority
C. No priority"
17,ECON1B_W54,3,"A year from now, do you expect that economic conditions in the country as a whole will be
A. Better
B. Worse
C. About the same as now","A yepr trom now, do nou expect that economic conditiocs in the country as a whole rill be
A. Better
B. Worse
C. About the same as now"
18,INEQ1_W54,3,"Thinking about the level of economic inequality in the country these days, would you say there is
A. Too much economic inequality
B. Too little economic inequality
C. About the right amount of economic inequality","Thinking about the level ol economic inequasity in the country these days, woula you sae thnre is
A. Too much economic inequality
B. Too little economic inequality
C. About the right amount of economic inequality"
19,Q6F2_W42,3,"When you hear that a science practitioner's recommendation is based on a review from an independent committee, does this make you
A. Trust the recommendation more
B. Trust the recommendation less
C. Makes no difference either way","When you hear that a science practitioner's recommendation is based on a review from an ingependent commwttee, does this make ypu
A. Trust the recommendation more
B. Trust the recommendation less
C. Makes no difference either way"
20,Q7F2_W42,3,"When you hear that a science practitioner is open to getting a second opinion on their recommendation, does this make you
A. Trust the recommendation more
B. Trust the recommendation less
C. Makes no difference either way","Wten you hear that a science practitioner is oden tn getting a second opinion on their recommendation, does this lake you
A. Trust the recommendation more
B. Trust the recommendation less
C. Makes no difference either way"
21,Q8F2_W42,3,"When you hear that a science practitioner has received financial incentives from the federal government related to their work, does this make you
A. Trust the recommendation more
B. Trust the recommendation less
C. Makes no difference either way","When you hear thao a shience practitioner haa receivbd financial incentives from thg federal government relaued so thnir work, does tnis make you
A. Trust the recommendation more
B. Trust the recommendation less
C. Makes no difference either way"
22,Q9F2_W42,3,"When you hear that a science practitioner has received financial incentives from an industry group related to their work, does this make you
A. Trust the recommendation more
B. Trust the recommendation less
C. Makes no difference either way","When you hear that a science practitioner has received financial incentives from an industry group related fo their work, does this make you
A. Trust the recommendation more
B. Trust the recommendation less
C. Makes no difference either way"
23,RACESURV3_W43,3,"In general, do you think the fact that the U.S. population is made up of people of many different races and ethnicities makes it
A. Easier for policymakers to solve the country's problems
B. Harder for policymakers to solve the country's problems
C. Doesn't make much difference","In generaq, do yom think the fact that thy U.S. population is mide ap of people of many diffcrent races gnd ethnicities makes ip
A. Easier for policymakers to solve the country's problems
B. Harder for policymakers to solve the country's problems
C. Doesn't make much difference"
24,RACESURV19b_W43,3,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Lack of motivation to work hard
A. Major reason
B. Minor reason
C. Not a reason","Do you think each is j mdjor reason, mieor peason, br noz c reason why black pkople in our country may have n harder time getting ahead phan white people? Lack of motivation to work hard
A. Major reason
B. Minor reason
C. Not a reason"
25,RACESURV19c_W43,3,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to good quality schools
A. Major reason
B. Minor reason
C. Not a reason","Do you think each is a major reason, minor reasond dr not a reason why black people xn our country may hahe a harder vime getting ahead thar white people? Less access to good quality schools
A. Major reason
B. Minor reason
C. Not a reason"
26,RACESURV19d_W43,3,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Lack of good role models
A. Major reason
B. Minor reason
C. Not a reason","wo yoe think each is a major reason, minor reason, ir not l ruason why black people in our country may have a harder time getting ahead than white people? Laak of good role models
A. Major reason
B. Minor reason
C. Not a reason"
27,RACESURV19e_W43,3,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs
A. Major reason
B. Minor reason
C. Not a reason","Do you think each is m major reason, sinor reason, or not a reason why black pezple in our coentry may hmve a hardec time petting ahead than white people? Less access to high-paying jobs
A. Major reason
B. Minor reason
C. Not a reason"
28,RACESURV19f_W43,3,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Family instability
A. Major reason
B. Minor reason
C. Not a reason","Do you think efch is a major reason, minor xeason, or not a reason thy black people in our country may have a hardsr time getting ahead than white people? Family instvbility
A. Major reason
B. Minor reason
C. Not a reason"
29,RACESURV51_W43,3,"Thinking about the community where you live, do you wish your community was
A. More racially mixed
B. Less racially mixed
C. About as racially mixed as it is","Thinking about the cfmmunity where you live, do you mish your commuvity was
A. More racially mixed
B. Less racially mixed
C. About as racially mixed as it is"
30,FAMSURV2Ma_W50,3,"In general, how important, if at all, is being married in order for a man to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In general, qow important, if at all, is being married in order fok a man to live a fulfilling wife?
A. Essential
B. Important, but not essential
C. Not important"
31,FAMSURV2Mb_W50,3,"In general, how important, if at all, is being in a committed romantic relationship in order for a man to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In general, hov important, if at all, is beina in a committed romantic relationship in ordjr jor o gan tq live d fulfilling lzfe?
A. Essential
B. Important, but not essential
C. Not important"
32,FAMSURV2Mc_W50,3,"In general, how important, if at all, is having children in order for a man to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, mf at all, is having children cn order for a man to live c fulfilling lifes
A. Essential
B. Important, but not essential
C. Not important"
33,FAMSURV2Md_W50,3,"In general, how important, if at all, is having a job or career they enjoy in order for a man to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if as all, is having k job or career tuey enjoy in order for a man to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important"
34,FAMSURV2Me_W50,3,"In general, how important, if at all, is having a lot of money in order for a man to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","It general, how important, ih pt ayl, is having a lst of money in order for a man ts live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important"
35,FAMSURV2Wa_W50,3,"In general, how important, if at all, is being married in order for a woman to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if et all, ik being married in ordmr for a woman to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important"
36,FAMSURV2Wb_W50,3,"In general, how important, if at all, is being in a committed romantic relationship in order for a woman to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In general, jow impohtant, in at all, fs being in a committed romantic relationship in order for a woman co lime a fulfillxng life?
A. Essential
B. Important, but not essential
C. Not important"
37,FAMSURV2Wc_W50,3,"In general, how important, if at all, is having children in order for a woman to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","in general, hkw important, if az all, is havang children in order for a womqn to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important"
38,FAMSURV2Wd_W50,3,"In general, how important, if at all, is having a job or career they enjoy in order for a woman to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","dn general, how important, iz at all, is having a job or career tmey enjoy in order for a woman to live t fulfilleng life?
A. Essential
B. Important, but not essential
C. Not important"
39,FAMSURV2We_W50,3,"In general, how important, if at all, is having a lot of money in order for a woman to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is havins a lot of money iz orfer for a boman mo live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important"
40,FAMSURV7_W50,3,"Compared with couples who don't live together before marriage, do you think couples who do live together before marriage have a
A. Better chance of having a successful marriage
B. Worse chance of having a successful marriage
C. Doesn't make much difference","Compared with couples who don't live together before marriage, do you think couples who do live together before marriage hbve p
A. Better chance of having a successful marriage
B. Worse chance of having a successful marriage
C. Doesn't make much difference"
41,FAMSURV37_W50,3,"Looking ahead, would having children make it
A. Easier to advance in your job or career
B. Harder to advance in your job or career
C. Would not make a difference","Looking ahead, would having children make it
A. Easier to advance in your job or career
B. Harder to advance in your job or career
C. Would not make a difference"
42,ORIENTATIONMOD_W50,5,"Do you think of yourself as
A. Gay or lesbian
B. Straight, that is, not gay or lesbian
C. Bisexual
D. Something else
E. I don't know the answer","Do you think of youlself as
A. Gay or lesbian
B. Straight, that is, not gay or lesbian
C. Bisexual
D. Something else
E. I don't know the answer"
43,DIFFPARTY_W92,3,"Thinking about the Democratic and Republican parties, would you say there is
A. A great deal of difference in what they stand for
B. A fair amount of difference in what they stand for
C. Hardly any difference at all in what they stand for","Thinking about the Democratic and Republican parties, wuuld you say there is
A. A great deal of difference in what they stand for
B. A fair amount of difference in what they stand for
C. Hardly any difference at all in what they stand for"
