key,response,group,num_options
ENVC_W41,a,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,b,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,c,orig alpha,3
ENVC_W41,b,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,b,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,b,orig alpha,3
ENVC_W41,c,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,c,orig alpha,3
ENVC_W41,b,orig alpha,3
ENVC_W41,b,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,c,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,b,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,c,orig alpha,3
ENVC_W41,b,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,b,orig alpha,3
ENVC_W41,c,orig alpha,3
ENVC_W41,c,orig alpha,3
ENVC_W41,b,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,a,orig alpha,3
ENVC_W41,c,orig alpha,3
ENVC_W41,a,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,a,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,b,reversed alpha,3
ENVC_W41,b,reversed alpha,3
ENVC_W41,b,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,b,reversed alpha,3
ENVC_W41,b,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,b,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,b,reversed alpha,3
ENVC_W41,b,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,a,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,a,reversed alpha,3
ENVC_W41,b,reversed alpha,3
ENVC_W41,a,reversed alpha,3
ENVC_W41,a,reversed alpha,3
ENVC_W41,b,reversed alpha,3
ENVC_W41,b,reversed alpha,3
ENVC_W41,b,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,b,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,b,reversed alpha,3
ENVC_W41,a,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,b,reversed alpha,3
ENVC_W41,a,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,a,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,b,reversed alpha,3
ENVC_W41,a,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,c,reversed alpha,3
ENVC_W41,a,reversed alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,c,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,c,orig alpha,3
POPPROB_W41,b,orig alpha,3
POPPROB_W41,c,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,c,orig alpha,3
POPPROB_W41,c,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,c,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,b,orig alpha,3
POPPROB_W41,b,orig alpha,3
POPPROB_W41,b,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,c,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,b,orig alpha,3
POPPROB_W41,b,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,c,orig alpha,3
POPPROB_W41,b,orig alpha,3
POPPROB_W41,b,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,c,orig alpha,3
POPPROB_W41,c,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,b,orig alpha,3
POPPROB_W41,b,orig alpha,3
POPPROB_W41,b,orig alpha,3
POPPROB_W41,b,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,c,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,b,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,b,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,c,orig alpha,3
POPPROB_W41,b,orig alpha,3
POPPROB_W41,c,orig alpha,3
POPPROB_W41,b,orig alpha,3
POPPROB_W41,c,orig alpha,3
POPPROB_W41,c,orig alpha,3
POPPROB_W41,a,orig alpha,3
POPPROB_W41,a,reversed alpha,3
POPPROB_W41,b,reversed alpha,3
POPPROB_W41,a,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,b,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,b,reversed alpha,3
POPPROB_W41,b,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,a,reversed alpha,3
POPPROB_W41,a,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,b,reversed alpha,3
POPPROB_W41,b,reversed alpha,3
POPPROB_W41,b,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,a,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,b,reversed alpha,3
POPPROB_W41,b,reversed alpha,3
POPPROB_W41,b,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,a,reversed alpha,3
POPPROB_W41,a,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,b,reversed alpha,3
POPPROB_W41,b,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,b,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,a,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,b,reversed alpha,3
POPPROB_W41,a,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,a,reversed alpha,3
POPPROB_W41,a,reversed alpha,3
POPPROB_W41,a,reversed alpha,3
POPPROB_W41,a,reversed alpha,3
POPPROB_W41,a,reversed alpha,3
POPPROB_W41,b,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,b,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
POPPROB_W41,a,reversed alpha,3
POPPROB_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,a,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,b,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,a,orig alpha,3
ELDFINANCEF1_W41,a,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,a,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,a,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,a,orig alpha,3
ELDFINANCEF1_W41,a,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,b,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,a,orig alpha,3
ELDFINANCEF1_W41,b,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,a,orig alpha,3
ELDFINANCEF1_W41,a,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,a,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,c,orig alpha,3
ELDFINANCEF1_W41,b,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,b,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,b,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,a,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,b,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,b,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,b,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,b,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,b,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF1_W41,c,reversed alpha,3
ELDFINANCEF2_W41,a,orig alpha,3
ELDFINANCEF2_W41,c,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,c,orig alpha,3
ELDFINANCEF2_W41,c,orig alpha,3
ELDFINANCEF2_W41,a,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,a,orig alpha,3
ELDFINANCEF2_W41,a,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,a,orig alpha,3
ELDFINANCEF2_W41,c,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,a,orig alpha,3
ELDFINANCEF2_W41,a,orig alpha,3
ELDFINANCEF2_W41,c,orig alpha,3
ELDFINANCEF2_W41,a,orig alpha,3
ELDFINANCEF2_W41,c,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,c,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,a,orig alpha,3
ELDFINANCEF2_W41,a,orig alpha,3
ELDFINANCEF2_W41,c,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,c,orig alpha,3
ELDFINANCEF2_W41,a,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,c,orig alpha,3
ELDFINANCEF2_W41,a,orig alpha,3
ELDFINANCEF2_W41,c,orig alpha,3
ELDFINANCEF2_W41,a,orig alpha,3
ELDFINANCEF2_W41,a,orig alpha,3
ELDFINANCEF2_W41,c,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,c,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,c,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,c,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,a,orig alpha,3
ELDFINANCEF2_W41,c,orig alpha,3
ELDFINANCEF2_W41,a,orig alpha,3
ELDFINANCEF2_W41,b,orig alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,a,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,a,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,b,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,b,reversed alpha,3
ELDFINANCEF2_W41,b,reversed alpha,3
ELDFINANCEF2_W41,b,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,b,reversed alpha,3
ELDFINANCEF2_W41,b,reversed alpha,3
ELDFINANCEF2_W41,a,reversed alpha,3
ELDFINANCEF2_W41,b,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,b,reversed alpha,3
ELDFINANCEF2_W41,a,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,a,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,b,reversed alpha,3
ELDFINANCEF2_W41,a,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,b,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,b,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,b,reversed alpha,3
ELDFINANCEF2_W41,b,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,c,reversed alpha,3
ELDFINANCEF2_W41,b,reversed alpha,3
ELDFINANCEF2_W41,b,reversed alpha,3
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,c,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,b,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,a,orig alpha,4
WRKTRN1F1_W41,a,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,c,orig alpha,4
WRKTRN1F1_W41,c,orig alpha,4
WRKTRN1F1_W41,c,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,c,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,a,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,c,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,b,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,a,orig alpha,4
WRKTRN1F1_W41,c,orig alpha,4
WRKTRN1F1_W41,a,orig alpha,4
WRKTRN1F1_W41,c,orig alpha,4
WRKTRN1F1_W41,a,orig alpha,4
WRKTRN1F1_W41,a,orig alpha,4
WRKTRN1F1_W41,a,orig alpha,4
WRKTRN1F1_W41,c,orig alpha,4
WRKTRN1F1_W41,c,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,c,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,c,orig alpha,4
WRKTRN1F1_W41,a,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,b,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,d,orig alpha,4
WRKTRN1F1_W41,c,orig alpha,4
WRKTRN1F1_W41,c,reversed alpha,4
WRKTRN1F1_W41,c,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,b,reversed alpha,4
WRKTRN1F1_W41,a,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,c,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,c,reversed alpha,4
WRKTRN1F1_W41,a,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,a,reversed alpha,4
WRKTRN1F1_W41,c,reversed alpha,4
WRKTRN1F1_W41,c,reversed alpha,4
WRKTRN1F1_W41,c,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,c,reversed alpha,4
WRKTRN1F1_W41,c,reversed alpha,4
WRKTRN1F1_W41,c,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,a,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,b,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,c,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,c,reversed alpha,4
WRKTRN1F1_W41,a,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,c,reversed alpha,4
WRKTRN1F1_W41,c,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F1_W41,d,reversed alpha,4
WRKTRN1F2_W41,d,orig alpha,4
WRKTRN1F2_W41,b,orig alpha,4
WRKTRN1F2_W41,d,orig alpha,4
WRKTRN1F2_W41,d,orig alpha,4
WRKTRN1F2_W41,c,orig alpha,4
WRKTRN1F2_W41,c,orig alpha,4
WRKTRN1F2_W41,b,orig alpha,4
WRKTRN1F2_W41,a,orig alpha,4
WRKTRN1F2_W41,c,orig alpha,4
WRKTRN1F2_W41,c,orig alpha,4
WRKTRN1F2_W41,b,orig alpha,4
WRKTRN1F2_W41,a,orig alpha,4
WRKTRN1F2_W41,d,orig alpha,4
WRKTRN1F2_W41,b,orig alpha,4
WRKTRN1F2_W41,d,orig alpha,4
WRKTRN1F2_W41,d,orig alpha,4
WRKTRN1F2_W41,d,orig alpha,4
WRKTRN1F2_W41,d,orig alpha,4
WRKTRN1F2_W41,a,orig alpha,4
WRKTRN1F2_W41,d,orig alpha,4
WRKTRN1F2_W41,c,orig alpha,4
WRKTRN1F2_W41,a,orig alpha,4
WRKTRN1F2_W41,c,orig alpha,4
WRKTRN1F2_W41,c,orig alpha,4
WRKTRN1F2_W41,c,orig alpha,4
WRKTRN1F2_W41,c,orig alpha,4
WRKTRN1F2_W41,a,orig alpha,4
WRKTRN1F2_W41,d,orig alpha,4
WRKTRN1F2_W41,d,orig alpha,4
WRKTRN1F2_W41,d,orig alpha,4
WRKTRN1F2_W41,c,orig alpha,4
WRKTRN1F2_W41,c,orig alpha,4
WRKTRN1F2_W41,d,orig alpha,4
WRKTRN1F2_W41,c,orig alpha,4
WRKTRN1F2_W41,c,orig alpha,4
WRKTRN1F2_W41,d,orig alpha,4
WRKTRN1F2_W41,b,orig alpha,4
WRKTRN1F2_W41,b,orig alpha,4
